
Iteration; Rate; AvgRate; NumberOfSensors 
1558;88.02;79,06862;1
1559;59.22;79,05589;1
1561;68.03;79,02676;1
1562;71.03;79,02164;1
1564;76.64;79,01946;1
1565;82.60;79,02174;1
1567;116.06;79,02638;1
1568;52.94;79,00974;1
1570;133.58;79,05064;1
1571;73.49;79,0471;1
1573;65.25;79,02697;1
1574;67.87;79,01988;1
1576;92.43;79,02709;1
1577;69.55;79,02108;1
1579;100.39;79,03542;1
1580;60.45;79,02365;1
1582;125.23;79,05382;1
1583;77.45;79,0528;1
1585;140.11;79,07474;1
1586;65.06;79,0659;1
1588;87.07;79,07335;1
1589;85.23;79,07722;1
1591;69.00;79,06208;1
1592;85.32;79,06601;1
1594;83.59;79,064;1
1595;117.17;79,0879;1
1597;83.35;79,08598;1
1598;71.23;79,08107;1
1600;98.01;79,08593;1
1601;65.66;79,07755;1
1603;100.92;79,08027;1
1604;74.82;79,07761;1
1606;101.08;79,09249;1
1607;70.04;79,08686;1
1609;58.94;79,05869;1
1610;40.92;79,035;1
1612;64.88;79,01224;1
1613;49.38;78,99387;1
1615;79.86;78,98773;1
1616;59.62;78,97575;1
1618;73.51;78,96056;1
1619;41.41;78,93736;1
1621;80.71;78,92963;1
1622;53.68;78,91407;1
1624;92.08;78,91441;1
1625;90.23;78,92137;1
1627;94.17;78,92943;1
1628;110.21;78,94864;1
1630;69.47;78,94116;1
1631;77.56;78,94032;1
1633;103.90;78,93305;1
1634;58.50;78,92055;1
1636;68.26;78,92538;1
1637;98.96;78,93761;1
1639;79.33;78,93409;1
1640;54.54;78,91921;1
1642;72.23;78,9267;1
1643;64.53;78,91794;1
1645;96.70;78,92419;1
1646;74.38;78,92143;1
1648;93.68;78,92164;1
1649;76.31;78,92005;1
1651;86.21;78,90742;1
1652;72.30;78,90342;1
1654;72.18;78,89337;1
1655;95.78;78,90357;1
1657;64.58;78,87827;1
1658;70.00;78,87291;1
1660;89.61;78,86916;1
1661;97.68;78,88048;1
1663;85.10;78,87173;1
1664;80.43;78,87267;1
1666;55.28;78,84402;1
1667;45.16;78,82381;1
1669;64.26;78,80715;1
1670;89.32;78,81345;1
1672;42.01;78,76791;1
1673;48.22;78,74965;1
1675;60.06;78,73771;1
1676;85.75;78,74189;1
1678;129.63;78,75253;1
1679;60.42;78,74162;1
1681;88.94;78,754;1
1682;66.23;78,74655;1
1684;58.52;78,72426;1
1685;81.69;78,72602;1
1687;87.94;78,71651;1
1688;74.18;78,71383;1
1690;89.87;78,71885;1
1691;91.39;78,72634;1
1693;70.91;78,70444;1
1694;67.24;78,69767;1
1696;73.24;78,68538;1
1697;70.86;78,68076;1
1699;56.48;78,65501;1
1700;87.91;78,66046;1
1702;56.25;78,63451;1
1703;67.83;78,62817;1
1705;94.59;78,62775;1
1706;84.37;78,63112;1
1708;79.73;78,62064;1
1709;49.62;78,60367;1
1711;63.81;78,59727;1
1712;109.57;78,61536;1
1714;75.31;78,61147;1
1715;45.65;78,59225;1
1717;82.24;78,57966;1
1718;78.08;78,57937;1
1720;100.31;78,57333;1
1721;65.87;78,56595;1
1723;93.60;78,56245;1
1724;47.43;78,54439;1
1726;59.21;78,50921;1
1727;70.34;78,50448;1
1729;113.32;78,50725;1
1730;47.24;78,48917;1
1732;71.61;78,48074;1
1733;65.49;78,47324;1
1735;76.98;78,46426;1
1736;92.19;78,47217;1
1738;119.39;78,4809;1
1739;69.88;78,47595;1
1741;66.78;78,45273;1
1742;79.74;78,45347;1
1744;77.20;78,45238;1
1745;46.15;78,43388;1
1747;78.79;78,4284;1
1748;53.36;78,41405;1
1750;86.39;78,40544;1
1751;70.39;78,40086;1
1753;57.22;78,37687;1
1754;67.52;78,37068;1
1756;126.40;78,38483;1
1757;47.01;78,36697;1
1759;51.73;78,34539;1
1760;70.34;78,34084;1
1762;78.22;78,33076;1
1763;86.73;78,33553;1
1765;95.58;78,33038;1
1766;58.05;78,3189;1
1768;44.13;78,29041;1
1769;55.82;78,27771;1
1771;62.25;78,24672;1
1772;35.81;78,22277;1
1774;45.96;78,18451;1
1775;91.75;78,19215;1
1777;58.01;78,16608;1
1778;88.87;78,1721;1
1780;70.33;78,164;1
1781;83.40;78,16694;1
1783;69.92;78,15068;1
1784;68.60;78,14532;1
1786;84.87;78,15829;1
1787;75.51;78,15681;1
1789;108.71;78,18555;1
1790;90.41;78,19238;1
1792;78.95;78,19633;1
1793;59.40;78,18585;1
1795;103.29;78,18766;1
1796;100.69;78,20019;1
1798;80.41;78,20418;1
1799;73.83;78,20175;1
1801;122.88;78,23544;1
1802;45.69;78,21738;1
1804;62.61;78,2106;1
1805;57.85;78,19932;1
1807;61.73;78,19901;1
1808;65.18;78,1918;1
1810;100.30;78,18345;1
1811;65.59;78,1765;1
1813;74.58;78,16199;1
1814;48.43;78,1456;1
1816;93.81;78,15218;1
1817;47.49;78,13531;1
1819;135.58;78,16151;1
1820;51.65;78,14694;1
1822;72.12;78,13023;1
1823;85.89;78,13448;1
1825;74.03;78,12239;1
1826;63.58;78,11443;1
1828;60.61;78,10568;1
1829;94.74;78,11478;1
1831;100.47;78,13755;1
1832;60.79;78,12808;1
1834;123.10;78,13291;1
1835;40.81;78,11257;1
1837;65.83;78,10263;1
1838;55.55;78,09036;1
1840;115.00;78,10279;1
1841;55.35;78,09043;1
1843;66.55;78,09231;1
1844;81.28;78,09403;1
1846;128.81;78,10678;1
1847;70.85;78,10285;1
1849;61.74;78,10142;1
1850;70.36;78,09724;1
1852;64.50;78,08024;1
1853;63.74;78,07249;1
1855;43.46;78,04234;1
1856;71.75;78,03896;1
1858;101.05;78,03776;1
1859;74.64;78,03593;1
1861;81.17;78,02216;1
1862;103.02;78,03559;1
1864;126.63;78,04986;1
1865;50.71;78,03519;1
1867;57.00;78,00504;1
1868;65.67;77,99844;1
1870;83.71;77,99807;1
1871;75.19;77,99657;1
1873;75.20;77,98175;1
1874;61.52;77,97296;1
1876;63.34;77,95826;1
1877;75.64;77,95702;1
1879;83.85;77,94007;1
1880;60.84;77,93098;1
1882;89.98;77,922;1
1883;68.35;77,91691;1
1885;96.93;77,91325;1
1886;78.58;77,9136;1
1888;67.97;77,89815;1
1889;92.13;77,90569;1
1891;66.38;77,8833;1
1892;51.52;77,86937;1
1894;67.69;77,86935;1
1895;70.17;77,86529;1
1897;70.68;77,84719;1
1898;46.52;77,83068;1
1900;69.22;77,82565;1
1901;66.04;77,81946;1
1903;70.47;77,80914;1
1904;62.90;77,80132;1
1906;87.06;77,79504;1
1907;65.00;77,78833;1
1909;76.92;77,77792;1
1910;46.12;77,76134;1
1912;82.64;77,75456;1
1913;80.06;77,75577;1
1915;70.03;77,74967;1
1916;96.43;77,75942;1
1918;75.04;77,7447;1
1919;68.46;77,73986;1
1921;80.20;77,73425;1
1922;57.99;77,72398;1
1924;95.46;77,7231;1
1925;60.60;77,7142;1
1927;70.53;77,70667;1
1928;67.10;77,70116;1
1930;68.64;77,68504;1
1931;49.52;77,67046;1
1933;86.36;77,65775;1
1934;93.72;77,66606;1
1936;79.49;77,65466;1
1937;72.52;77,65201;1
1939;93.29;77,64976;1
1940;54.32;77,63773;1
1942;83.70;77,62856;1
1943;55.45;77,61715;1
1945;74.49;77,60706;1
1946;79.96;77,60826;1
1948;69.42;77,58483;1
1949;79.14;77,58563;1
1951;116.84;77,5899;1
1952;51.88;77,57673;1
1954;68.19;77,58255;1
1955;84.79;77,58624;1
1957;80.67;77,58975;1
1958;85.73;77,59391;1
1960;94.30;77,59633;1
1961;88.72;77,60201;1
1963;83.46;77,59656;1
1964;84.93;77,6003;1
1966;89.74;77,59542;1
1967;58.22;77,58557;1
1969;91.33;77,59879;1
1970;67.48;77,59365;1
1972;66.79;77,58499;1
1973;79.35;77,58588;1
1975;73.06;77,5703;1
1976;61.41;77,56212;1
1978;110.31;77,56626;1
1979;55.65;77,55518;1
1981;74.29;77,56986;1
1982;77.55;77,56985;1
1984;77.21;77,56907;1
1985;77.01;77,56879;1
1987;96.29;77,5737;1
1988;86.15;77,57801;1
1990;72.21;77,56483;1
1991;79.60;77,56586;1
1993;78.07;77,55241;1
1994;53.98;77,5406;1
1996;68.66;77,5225;1
1997;49.38;77,50841;1
1999;99.38;77,51284;1
2000;55.72;77,50195;1
2002;65.19;77,48707;1
2003;73.05;77,48486;1
2005;63.95;77,46678;1
2006;79.80;77,46795;1
2008;63.54;77,44846;1
2009;63.42;77,44147;1
2011;48.34;77,41172;1
2012;45.11;77,39567;1
2014;61.65;77,37463;1
2015;82.28;77,37707;1
2017;105.43;77,37505;1
2018;67.69;77,37025;1
2020;78.20;77,36476;1
2021;99.90;77,37592;1
2023;87.55;77,37577;1
2024;98.70;77,38631;1
2026;107.02;77,38889;1
2027;92.15;77,39618;1
2029;91.38;77,39735;1
2030;51.11;77,38441;1
2032;108.27;77,40889;1
2033;62.14;77,40137;1
2035;81.08;77,40104;1
2036;59.72;77,39235;1
2038;69.32;77,38074;1
2039;60.23;77,37233;1
2041;69.60;77,36656;1
2042;80.82;77,36825;1
2044;84.28;77,36117;1
2045;55.16;77,35031;1
2047;77.93;77,35667;1
2048;68.66;77,35242;1
2050;49.17;77,32887;1
2051;83.44;77,33184;1
2053;67.62;77,32257;1
2054;52.78;77,31062;1
2056;113.76;77,312;1
2057;55.09;77,30119;1
2059;91.97;77,31741;1
2060;87.94;77,32256;1
2062;85.51;77,3278;1
2063;76.01;77,32716;1
2065;58.05;77,317;1
2066;66.07;77,31155;1
2068;76.78;77,29803;1
2069;72.44;77,29568;1
2071;89.29;77,28733;1
2072;59.85;77,27892;1
2074;82.92;77,27299;1
2075;73.86;77,27135;1
2077;88.40;77,26601;1
2078;54.67;77,25514;1
2080;101.86;77,25836;1
2081;80.28;77,25981;1
2083;103.23;77,27268;1
2084;77.22;77,27266;1
2086;76.56;77,2629;1
2087;75.25;77,26194;1
2089;70.31;77,24706;1
2090;78.55;77,24768;1
2092;49.95;77,22267;1
2093;50.93;77,21011;1
2095;69.82;77,18388;1
2096;79.26;77,18488;1
2098;70.28;77,16791;1
2099;68.60;77,16383;1
2101;49.89;77,14443;1
2102;67.32;77,13976;1
2104;62.62;77,12548;1
2105;69.33;77,12177;1
2107;59.09;77,09483;1
2108;90.51;77,10119;1
2110;92.40;77,11499;1
2111;70.66;77,11193;1
2113;85.95;77,10852;1
2114;103.42;77,12096;1
2116;62.33;77,1171;1
2117;89.48;77,12294;1
2119;101.30;77,11848;1
2120;76.14;77,11803;1
2122;68.17;77,10502;1
2123;66.15;77,09986;1
2125;89.77;77,1022;1
2126;111.45;77,11835;1
2128;72.69;77,10765;1
2129;126.77;77,13097;1
2131;107.10;77,13617;1
2132;65.14;77,13054;1
2134;46.15;77,10857;1
2135;67.75;77,10419;1
2137;111.77;77,10269;1
2138;57.48;77,09351;1
2140;59.34;77,08276;1
2141;79.97;77,08411;1
2143;72.83;77,07694;1
2144;35.67;77,05763;1
2146;52.52;77,02837;1
2147;68.95;77,0246;1
2149;87.68;77,01468;1
2150;53.60;77,00379;1
2152;60.83;76,99033;1
2153;46.47;76,97615;1
2155;50.50;76,95656;1
2156;61.97;76,94961;1
2158;55.31;76,9462;1
2159;78.35;76,94685;1
2161;96.15;76,93866;1
2162;62.23;76,93185;1
2164;34.98;76,89975;1
2165;56.13;76,89016;1
2167;59.83;76,87145;1
2168;19.88;76,84517;1
2170;62.89;76,83109;1
2171;41.61;76,81487;1
2173;63.28;76,79135;1
2174;55.65;76,78163;1
2176;42.13;76,75301;1
2177;50.65;76,74102;1
2179;85.58;76,72744;1
2180;54.83;76,7174;1
2182;55.16;76,70552;1
2183;71.25;76,70303;1
2185;53.67;76,67431;1
2186;49.94;76,66208;1
2188;76.10;76,65124;1
2189;73.39;76,64975;1
2191;89.81;76,65241;1
2192;56.65;76,64329;1
2194;67.53;76,64408;1
2195;47.55;76,63083;1
2197;65.60;76,61539;1
2198;63.75;76,60954;1
2200;32.70;76,57548;1
2201;23.46;76,55135;1
2203;82.37;76,55637;1
2204;65.51;76,55136;1
2206;73.75;76,5421;1
2207;58.98;76,53414;1
2209;60.14;76,52568;1
2210;73.89;76,52449;1
2212;105.84;76,52882;1
2213;90.56;76,53516;1
2215;66.10;76,52604;1
2216;70.03;76,52311;1
2218;100.97;76,52982;1
2219;37.78;76,51236;1
2221;76.25;76,50372;1
2222;46.14;76,49005;1
2224;45.87;76,46638;1
2225;85.21;76,47031;1
2227;69.24;76,45934;1
2228;73.22;76,45789;1
2230;63.58;76,44145;1
2231;67.47;76,43743;1
2233;80.43;76,42414;1
2234;75.91;76,42391;1
2236;82.68;76,4154;1
2237;66.82;76,4111;1
2239;59.05;76,39346;1
2240;53.74;76,38335;1
2242;95.12;76,37978;1
2243;34.00;76,36089;1
2245;88.97;76,36028;1
2246;76.93;76,36053;1
2248;52.73;76,3519;1
2249;59.23;76,34428;1
2251;86.53;76,34352;1
2252;69.99;76,3407;1
2254;63.25;76,32035;1
2255;65.98;76,31577;1
2257;64.19;76,30592;1
2258;58.28;76,29794;1
2260;44.61;76,27333;1
2261;70.14;76,27061;1
2263;112.91;76,29061;1
2264;68.85;76,28732;1
2266;77.42;76,28783;1
2267;60.89;76,28104;1
2269;65.15;76,27032;1
2270;66.47;76,266;1
2272;62.02;76,25555;1
2273;43.56;76,24116;1
2275;66.96;76,22028;1
2276;50.13;76,20882;1
2278;69.81;76,19448;1
2279;52.51;76,18409;1
2281;80.56;76,19215;1
2282;58.30;76,18431;1
2284;90.41;76,18739;1
2285;88.47;76,19276;1
2287;78.64;76,18401;1
2288;58.49;76,17628;1
2290;108.17;76,18869;1
2291;79.67;76,19021;1
2293;51.38;76,17695;1
2294;60.76;76,17023;1
2296;76.48;76,17262;1
2297;79.00;76,17384;1
2299;90.70;76,1788;1
2300;78.83;76,17995;1
2302;99.69;76,18667;1
2303;69.54;76,18378;1
2305;69.81;76,17511;1
2306;71.91;76,17326;1
2308;95.93;76,17883;1
2309;101.97;76,18999;1
2311;83.50;76,18226;1
2312;46.65;76,16949;1
2314;60.63;76,15524;1
2315;48.71;76,14338;1
2317;63.76;76,13674;1
2318;53.77;76,12709;1
2320;55.77;76,10612;1
2321;47.31;76,09371;1
2323;44.65;76,0655;1
2324;47.52;76,05322;1
2326;67.30;76,03591;1
2327;41.41;76,02103;1
2329;65.39;76,02458;1
2330;79.77;76,02619;1
2332;78.58;76,02647;1
2333;47.16;76,0141;1
2335;73.07;76,01504;1
2336;59.16;76,00782;1
2338;68.82;76,00509;1
2339;71.88;76,00333;1
2341;65.36;75,99128;1
2342;78.27;75,99226;1
2344;72.77;75,98503;1
2345;93.57;75,99253;1
2347;64.10;75,98367;1
2348;86.57;75,98818;1
2350;80.00;75,9821;1
2351;60.56;75,97554;1
2353;53.66;75,95907;1
2354;55.38;75,95033;1
2356;70.74;75,95117;1
2357;59.76;75,9443;1
2359;65.52;75,9269;1
2360;66.55;75,92292;1
2362;45.60;75,90042;1
2363;68.94;75,89748;1
2365;61.52;75,87687;1
2366;51.72;75,86666;1
2368;66.90;75,84977;1
2369;68.48;75,84666;1
2371;58.04;75,84186;1
2372;47.29;75,82982;1
2374;76.56;75,81757;1
2375;73.59;75,81663;1
2377;77.38;75,80813;1
2378;63.53;75,80296;1
2380;64.01;75,78724;1
2381;60.16;75,78068;1
2383;76.47;75,77303;1
2384;65.43;75,76869;1
2386;74.23;75,75804;1
2387;59.29;75,75114;1
2389;48.13;75,72346;1
2390;41.18;75,70901;1
2392;87.07;75,70933;1
2393;82.57;75,7122;1
2395;107.19;75,71295;1
2396;69.37;75,7103;1
2398;80.08;75,70179;1
2399;57.58;75,69424;1
2401;80.25;75,69324;1
2402;85.64;75,69738;1
2404;82.50;75,69465;1
2405;62.94;75,68935;1
2407;59.80;75,66811;1
2408;45.86;75,65574;1
2410;52.96;75,6378;1
2411;62.74;75,63245;1
2413;76.60;75,61687;1
2414;66.19;75,61296;1
2416;84.79;75,60913;1
2417;52.59;75,59961;1
2419;72.29;75,60694;1
2420;72.26;75,60556;1
2422;99.86;75,60786;1
2423;64.25;75,60317;1
2425;100.12;75,60448;1
2426;68.43;75,60153;1
2428;71.30;75,59247;1
2429;73.31;75,59153;1
2431;77.63;75,58569;1
2432;49.89;75,57513;1
2434;92.18;75,57809;1
2435;74.60;75,5777;1
2437;96.48;75,58995;1
2438;84.15;75,59346;1
2440;53.76;75,5753;1
2441;91.56;75,58185;1
2443;66.10;75,5738;1
2444;70.12;75,57156;1
2446;112.38;75,575;1
2447;57.04;75,56743;1
2449;62.70;75,56184;1
2450;59.75;75,55539;1
2452;86.52;75,54996;1
2453;53.11;75,54082;1
2455;67.75;75,52826;1
2456;78.96;75,52966;1
2458;58.09;75,51787;1
2459;57.88;75,5107;1
2461;59.39;75,49277;1
2462;35.83;75,47666;1
2464;71.29;75,4617;1
2465;47.02;75,45016;1
2467;62.73;75,43604;1
2468;47.46;75,4247;1
2470;88.29;75,42133;1
2471;47.12;75,40987;1
2473;63.88;75,41227;1
2474;99.87;75,42216;1
2476;84.52;75,43014;1
2477;60.64;75,42417;1
2479;108.10;75,43248;1
2480;45.97;75,4206;1
2482;59.78;75,41487;1
2483;76.46;75,41529;1
2485;75.44;75,40541;1
2486;77.32;75,40618;1
2488;69.73;75,39935;1
2489;57.68;75,39223;1
2491;70.08;75,38991;1
2492;66.98;75,38654;1
2494;62.28;75,37434;1
2495;71.51;75,3728;1
2497;81.21;75,36728;1
2498;78.54;75,36855;1
2500;92.46;75,37492;1
2501;80.22;75,37685;1
2503;75.49;75,36815;1
2504;76.03;75,36842;1
2506;83.91;75,36417;1
2507;67.68;75,36111;1
2509;97.19;75,36961;1
2510;43.45;75,35689;1
2512;95.02;75,34898;1
2513;52.69;75,33997;1
2515;64.02;75,33073;1
2516;70.50;75,32881;1
2518;57.76;75,30927;1
2519;63.74;75,30468;1
2521;81.77;75,30193;1
2522;77.78;75,30291;1
2524;99.13;75,30147;1
2525;55.49;75,29362;1
2527;61.84;75,28859;1
2528;70.30;75,28662;1
2530;88.73;75,29278;1
2531;61.63;75,28738;1
2533;63.18;75,2726;1
2534;50.90;75,26298;1
2536;65.81;75,25464;1
2537;57.30;75,24756;1
2539;58.10;75,23024;1
2540;62.46;75,22521;1
2542;70.67;75,20896;1
2543;40.29;75,19523;1
2545;52.12;75,18479;1
2546;52.51;75,17589;1
2548;113.49;75,18159;1
2549;81.37;75,18401;1
2551;79.70;75,18005;1
2552;101.62;75,19041;1
2554;79.44;75,19066;1
2555;67.57;75,18768;1
2557;71.94;75,18109;1
2558;69.09;75,17871;1
2560;75.79;75,17117;1
2561;64.25;75,1669;1
2563;89.94;75,16526;1
2564;60.49;75,15954;1
2566;80.08;75,16071;1
2567;58.59;75,15425;1
2569;88.08;75,14983;1
2570;64.20;75,14556;1
2572;72.34;75,13924;1
2573;70.56;75,13746;1
2575;77.03;75,12968;1
2576;59.75;75,12371;1
2578;67.48;75,10974;1
2579;66.91;75,10656;1
2581;115.48;75,12453;1
2582;47.83;75,11395;1
2584;75.04;75,10189;1
2585;78.40;75,10316;1
2587;57.46;75,09433;1
2588;66.19;75,09089;1
2590;71.99;75,08527;1
2591;80.95;75,08754;1
2593;91.72;75,08401;1
2594;66.04;75,08053;1
2596;92.00;75,08002;1
2597;43.72;75,06795;1
2599;80.52;75,05898;1
2600;66.16;75,05556;1
2602;91.81;75,06799;1
2603;73.54;75,0674;1
2605;69.01;75,06027;1
2606;87.72;75,06513;1
2608;134.83;75,09306;1
2609;49.25;75,08315;1
2611;77.19;75,08636;1
2612;90.05;75,09209;1
2614;76.46;75,08908;1
2615;82.39;75,09187;1
2617;88.52;75,08875;1
2618;55.18;75,08115;1
2620;59.60;75,06812;1
2621;73.25;75,06743;1
2623;78.23;75,06017;1
2624;63.92;75,05593;1
2626;62.56;75,05402;1
2627;64.99;75,05019;1
2629;72.86;75,03664;1
2630;60.66;75,03117;1
2632;72.48;75,01971;1
2633;79.15;75,02128;1
2635;66.88;75,01605;1
2636;75.47;75,01623;1
2638;67.07;75,00619;1
2639;55.51;74,9988;1
2641;57.71;74,98386;1
2642;35.90;74,96906;1
2644;61.13;74,95998;1
2645;53.98;74,95204;1
2647;57.99;74,93555;1
2648;90.20;74,94132;1
2650;67.41;74,93823;1
2651;60.82;74,93291;1
2653;84.78;74,93043;1
2654;68.29;74,92793;1
2656;95.40;74,92785;1
2657;68.09;74,92528;1
2659;81.89;74,92145;1
2660;51.49;74,91264;1
2662;71.40;74,92429;1
2663;64.91;74,92053;1
2665;99.04;74,92598;1
2666;62.81;74,92143;1
2668;79.02;74,91512;1
2669;62.81;74,91058;1
2671;73.55;74,90648;1
2672;82.52;74,90933;1
2674;72.03;74,89824;1
2675;68.57;74,89587;1
2677;69.75;74,8839;1
2678;62.18;74,87915;1
2680;72.59;74,86882;1
2681;62.75;74,8643;1
2683;115.81;74,87145;1
2684;52.90;74,86327;1
2686;117.62;74,87148;1
2687;55.19;74,86415;1
2689;94.85;74,86481;1
2690;42.07;74,85262;1
2692;59.46;74,84502;1
2693;53.22;74,837;1
2695;64.28;74,82855;1
2696;56.19;74,82164;1
2698;88.65;74,81664;1
2699;55.58;74,80952;1
2701;67.68;74,8022;1
2702;59.94;74,7967;1
2704;63.63;74,78523;1
2705;71.24;74,78392;1
2707;69.04;74,7792;1
2708;60.37;74,77387;1
2710;120.80;74,79251;1
2711;71.07;74,79114;1
2713;99.14;74,79319;1
2714;45.59;74,78243;1
2716;57.48;74,7809;1
2717;83.69;74,78418;1
2719;107.05;74,79153;1
2720;60.61;74,78632;1
2722;59.50;74,77505;1
2723;89.39;74,78042;1
2725;82.36;74,77377;1
2726;52.55;74,76562;1
2728;86.14;74,77436;1
2729;57.89;74,76817;1
2731;76.83;74,77288;1
2732;88.04;74,77774;1
2734;81.16;74,77975;1
2735;69.11;74,77768;1
2737;80.03;74,77599;1
2738;53.89;74,76836;1
2740;68.61;74,76501;1
2741;66.33;74,76193;1
2743;72.63;74,75722;1
2744;53.23;74,74937;1
2746;59.75;74,73544;1
2747;89.63;74,74087;1
2749;99.60;74,74415;1
2750;71.27;74,74288;1
2752;92.46;74,74119;1
2753;74.73;74,74119;1
2755;72.45;74,73669;1
2756;64.14;74,73285;1
2758;111.49;74,73632;1
2759;64.96;74,73278;1
2761;81.35;74,72697;1
2762;61.79;74,72228;1
2764;57.18;74,71375;1
2765;72.00;74,71277;1
2767;97.47;74,72245;1
2768;48.09;74,71283;1
2770;82.59;74,71883;1
2771;36.96;74,7052;1
2773;47.18;74,68607;1
2774;68.61;74,68388;1
2776;87.32;74,68157;1
2777;51.88;74,67336;1
2779;93.13;74,68037;1
2780;79.59;74,68214;1
2782;99.44;74,6887;1
2783;101.55;74,69835;1
2785;102.32;74,70019;1
2786;48.96;74,69095;1
2788;70.20;74,69458;1
2789;54.96;74,68751;1
2791;74.70;74,68479;1
2792;51.73;74,67657;1
2794;55.68;74,67113;1
2795;45.24;74,66061;1
2797;66.23;74,65081;1
2798;58.27;74,64496;1
2800;77.88;74,65022;1
2801;61.67;74,64558;1
2803;72.99;74,65392;1
2804;83.04;74,65691;1
2806;75.35;74,64536;1
2807;74.32;74,64524;1
2809;87.64;74,63977;1
2810;52.28;74,63181;1
2812;68.06;74,62244;1
2813;70.07;74,62082;1
2815;91.40;74,6265;1
2816;66.19;74,6235;1
2818;68.56;74,6188;1
2819;96.79;74,62666;1
2821;96.34;74,62583;1
2822;83.49;74,62897;1
2824;74.49;74,62698;1
2825;86.96;74,63134;1
2827;71.02;74,62335;1
2828;78.46;74,62471;1
2830;82.63;74,62402;1
2831;70.61;74,6226;1
2833;85.44;74,62285;1
2834;62.65;74,61862;1
2836;76.86;74,61236;1
2837;35.88;74,59871;1
2839;67.74;74,58935;1
2840;53.79;74,58202;1
2842;48.53;74,56392;1
2843;72.57;74,56322;1
2845;56.81;74,54243;1
2846;36.99;74,52924;1
2848;28.46;74,4946;1
2849;38.42;74,48193;1
2851;52.21;74,46722;1
2852;41.47;74,45565;1
2854;64.87;74,43791;1
2855;60.96;74,43319;1
2857;58.76;74,41753;1
2858;78.33;74,41889;1
2860;73.05;74,41137;1
2861;67.94;74,40911;1
2863;71.64;74,39963;1
2864;70.02;74,3981;1
2866;59.47;74,3868;1
2867;70.33;74,38539;1
2869;49.28;74,37436;1
2870;63.79;74,37067;1
2872;58.18;74,35759;1
2873;70.18;74,35614;1
2875;73.12;74,34748;1
2876;64.60;74,34409;1
2878;60.09;74,33873;1
2879;56.06;74,33238;1
2881;64.00;74,32859;1
2882;43.19;74,31779;1
2884;92.93;74,31882;1
2885;83.39;74,32196;1
2887;83.06;74,31948;1
2888;74.98;74,31971;1
2890;53.02;74,30472;1
2891;48.57;74,29581;1
2893;40.21;74,28089;1
2894;56.26;74,27467;1
2896;74.47;74,26792;1
2897;79.55;74,26974;1
2899;74.31;74,26465;1
2900;83.46;74,26782;1
2902;55.17;74,25331;1
2903;60.97;74,24873;1
2905;86.60;74,24805;1
2906;67.68;74,24579;1
2908;50.17;74,22849;1
2909;63.40;74,22477;1
2911;95.71;74,22643;1
2912;69.31;74,22474;1
2914;89.27;74,22806;1
2915;70.11;74,22665;1
2917;71.79;74,22534;1
2918;58.49;74,21995;1
2920;63.99;74,20896;1
2921;55.16;74,20244;1
2923;96.54;74,20686;1
2924;62.13;74,20273;1
2926;69.61;74,19849;1
2927;59.93;74,19362;1
2929;81.83;74,18723;1
2930;58.46;74,18186;1
2932;72.92;74,18292;1
2933;60.30;74,17818;1
2935;74.41;74,17962;1
2936;56.99;74,17377;1
2938;58.79;74,16135;1
2939;42.17;74,15047;1
2941;56.04;74,14371;1
2942;38.46;74,13158;1
2944;79.61;74,12617;1
2945;93.69;74,13282;1
2947;69.45;74,12365;1
2948;63.74;74,12012;1
2950;76.80;74,12187;1
2951;65.91;74,11909;1
2953;67.84;74,10832;1
2954;91.50;74,11421;1
2956;84.42;74,10981;1
2957;75.11;74,11015;1
2959;75.91;74,1052;1
2960;87.51;74,10973;1
2962;83.92;74,1235;1
2963;58.90;74,11837;1
2965;52.41;74,10651;1
2966;57.60;74,10094;1
2968;102.51;74,1036;1
2969;69.42;74,10202;1
2971;48.51;74,09214;1
2972;60.06;74,08742;1
2974;66.56;74,06828;1
2975;49.17;74,05991;1
2977;54.65;74,04543;1
2978;89.57;74,05064;1
2980;76.32;74,03754;1
2981;62.74;74,03374;1
2983;65.73;74,02134;1
2984;44.53;74,01146;1
2986;50.05;73,99522;1
2987;34.12;73,98187;1
2989;34.49;73,95238;1
2990;44.12;73,9424;1
2992;29.19;73,91688;1
2993;45.97;73,90754;1
2995;40.22;73,88963;1
2996;50.34;73,88177;1
2998;52.88;73,87325;1
2999;77.88;73,87459;1
3001;79.04;73,86948;1
3002;55.63;73,86341;1
3004;78.93;73,85935;1
3005;57.59;73,85394;1
3007;68.61;73,85128;1
3008;37.34;73,83914;1
3010;88.89;73,83643;1
3011;51.19;73,8289;1
3013;58.75;73,82001;1
3014;73.80;73,82;1
3016;76.82;73,8213;1
3017;63.38;73,81783;1
3019;64.54;73,80863;1
3020;44.11;73,7988;1
3022;37.67;73,7858;1
3023;45.58;73,77647;1
3025;56.62;73,76196;1
3026;44.73;73,75236;1
3028;90.58;73,75245;1
3029;72.09;73,7519;1
3031;73.42;73,74567;1
3032;80.06;73,74775;1
3034;60.15;73,73508;1
3035;60.54;73,73074;1
3037;66.32;73,72867;1
3038;75.69;73,72932;1
3040;58.47;73,72165;1
3041;59.42;73,71695;1
3043;67.67;73,71606;1
3044;65.52;73,71337;1
3046;68.10;73,70529;1
3047;56.40;73,69961;1
3049;39.38;73,6791;1
3050;37.42;73,66721;1
3052;52.33;73,65875;1
3053;61.57;73,65479;1
