
Iteration; Rate; AvgRate
909;73.93;88,21842;
910;70.96;88,19946;
911;72.63;88,18237;
912;68.59;88,16088;
913;122.35;88,19833;
914;97.07;88,20805;
915;80.76;88,19991;
916;106.45;88,21983;
917;86.75;88,21823;
918;71.63;88,20016;
919;133.10;88,24902;
920;102.67;88,26469;
921;69.03;88,2438;
922;77.81;88,23249;
923;90.70;88,23516;
924;89.48;88,23651;
925;67.05;88,21361;
926;130.92;88,25974;
927;118.90;88,29279;
928;74.89;88,27835;
929;75.00;88,26405;
930;81.77;88,25706;
931;88.11;88,25691;
932;113.73;88,28424;
933;87.98;88,28391;
934;115.30;88,31284;
935;85.38;88,30969;
936;85.12;88,30628;
937;111.35;88,33087;
938;105.01;88,34865;
939;77.83;88,33744;
940;97.02;88,34668;
941;77.00;88,33462;
942;67.20;88,31218;
943;71.46;88,29431;
944;70.23;88,27518;
945;91.87;88,27898;
946;98.82;88,29012;
947;92.46;88,29452;
948;75.40;88,28091;
949;71.42;88,26315;
950;68.37;88,2422;
951;126.45;88,28239;
952;91.07;88,28532;
953;70.30;88,26645;
954;85.43;88,26347;
955;101.01;88,27682;
956;93.49;88,28227;
957;110.26;88,30524;
958;101.50;88,31901;
959;86.71;88,31734;
960;65.75;88,29383;
961;88.99;88,29456;
962;69.54;88,27507;
963;129.33;88,3177;
964;97.75;88,32748;
965;82.72;88,32167;
966;99.85;88,3336;
967;88.20;88,33347;
968;112.44;88,35837;
969;100.84;88,37125;
970;74.50;88,35696;
971;96.29;88,36513;
972;105.09;88,38233;
973;73.33;88,36687;
974;74.33;88,35246;
975;68.30;88,33189;
976;63.71;88,30667;
977;52.06;88,26957;
978;89.43;88,27075;
979;66.67;88,24869;
980;78.37;88,2386;
981;98.28;88,24884;
982;84.32;88,24484;
983;61.93;88,21807;
984;62.70;88,19213;
985;67.36;88,17098;
986;71.51;88,15409;
987;101.77;88,16789;
988;117.43;88,19751;
989;66.89;88,17597;
990;81.15;88,16888;
991;62.26;88,14273;
992;76.78;88,13128;
993;74.38;88,11743;
994;108.69;88,13812;
995;67.96;88,11784;
996;53.93;88,08352;
997;63.60;88,05896;
998;74.63;88,0455;
999;66.52;88,02395;
1000;78.51;88,01443;
1001;120.41;88,0468;
1002;106.81;88,06552;
1003;61.89;88,03942;
1004;72.41;88,02386;
1005;64.40;88,00035;
1006;79.87;87,99227;
1007;109.10;88,01324;
1008;111.79;88,03682;
1009;70.63;88,01957;
1010;91.30;88,02282;
1011;75.18;88,01012;
1012;94.69;88,01672;
1013;104.64;88,03313;
1014;139.98;88,08436;
1015;84.73;88,08105;
1016;70.70;88,06394;
1017;87.82;88,06371;
1018;84.22;88,05994;
1019;93.77;88,06554;
1020;91.54;88,06895;
1021;64.20;88,04557;
1022;68.70;88,02664;
1023;64.98;88,00411;
1024;74.37;87,99079;
1025;93.17;87,99585;
1026;92.27;88,00002;
1027;134.13;88,04494;
1028;89.03;88,0459;
1029;78.41;88,03654;
1030;92.28;88,04066;
1031;91.83;88,04433;
1032;76.80;88,03344;
1033;88.39;88,03378;
1034;55.93;88,00274;
1035;71.43;87,98672;
1036;68.02;87,96745;
1037;94.50;87,97375;
1038;123.50;88,00799;
1039;119.13;88,03794;
