
Iteration; Rate; AvgRate; TotalNumberOfActions 
3061;60.00;59,9267;497
3062;60.00;59,92673;496
3063;60.00;59,92675;495
3064;60.00;59,92677;494
3065;60.00;59,9268;494
3066;60.00;59,92682;494
3067;60.00;59,92684;494
3068;60.00;59,92686;494
3069;60.00;59,92689;494
3070;60.00;59,92691;494
3071;60.00;59,92693;494
3072;60.00;59,92696;494
3073;60.00;59,92698;494
3074;60.00;59,927;494
3075;60.00;59,92702;494
3076;60.00;59,92705;494
3077;60.00;59,92707;494
3078;60.00;59,92709;494
3079;60.00;59,92712;494
3080;60.00;59,92714;494
3081;60.00;59,92716;494
3082;60.00;59,92719;494
3083;60.00;59,92721;494
3084;60.00;59,92723;494
3085;60.00;59,92725;493
3086;60.00;59,92728;493
3087;60.00;59,9273;493
3088;60.00;59,92732;493
3089;60.00;59,92735;493
3090;60.00;59,92737;493
3091;60.00;59,92739;493
3092;60.00;59,92741;493
3093;60.00;59,92744;493
3094;60.00;59,92746;493
3095;60.00;59,92748;493
3096;60.00;59,92751;493
3097;60.00;59,92753;493
3098;60.00;59,92755;493
3099;60.00;59,92757;493
3100;60.00;59,9276;493
3101;60.00;59,92762;493
3102;60.00;59,92764;493
3103;60.00;59,92767;493
3104;60.00;59,92769;493
3105;60.00;59,92771;493
3106;60.00;59,92773;492
3107;60.00;59,92776;491
3108;60.00;59,92778;490
3109;60.00;59,9278;489
3110;60.00;59,92783;489
3111;60.00;59,92785;489
3112;60.00;59,92787;489
3113;60.00;59,92789;489
3114;60.00;59,92792;489
3115;60.00;59,92794;489
3116;60.00;59,92796;489
3117;60.00;59,92799;489
3118;60.00;59,92801;489
3119;60.00;59,92803;489
3120;60.00;59,92805;489
3121;60.00;59,92808;489
3122;60.00;59,9281;489
3123;60.00;59,92812;489
3124;60.00;59,92815;489
3125;60.00;59,92817;489
3126;60.00;59,92819;489
3127;60.00;59,92822;489
3128;60.00;59,92824;489
3129;60.00;59,92826;489
3130;60.00;59,92828;488
3131;60.00;59,92831;487
3132;60.00;59,92833;486
3133;60.00;59,92835;485
3134;60.00;59,92838;484
3135;60.00;59,9284;483
3136;60.00;59,92842;482
3137;60.00;59,92844;481
3138;60.00;59,92847;480
3139;60.00;59,92849;480
3140;60.00;59,92851;480
3141;60.00;59,92854;480
3142;60.00;59,92856;480
3143;60.00;59,92858;480
3144;60.00;59,9286;480
3145;60.00;59,92863;480
3146;60.00;59,92865;480
3147;60.00;59,92867;480
3148;60.00;59,9287;480
3149;60.00;59,92872;480
3150;60.00;59,92874;480
3151;60.00;59,92876;480
3152;60.00;59,92879;480
3153;60.00;59,92881;480
3154;60.00;59,92883;480
3155;60.00;59,92886;480
3156;60.00;59,92888;480
3157;60.00;59,9289;480
3158;60.00;59,92892;480
3159;60.00;59,92895;479
3160;60.00;59,92897;478
3161;60.00;59,92899;477
3162;60.00;59,92902;476
3163;60.00;59,92904;475
3164;60.00;59,92906;475
3165;60.00;59,92908;475
3166;60.00;59,92911;475
3167;60.00;59,92913;475
3168;60.00;59,92915;475
3169;60.00;59,92918;475
3170;60.00;59,9292;475
3171;60.00;59,92922;475
3172;60.00;59,92924;475
3173;60.00;59,92927;475
3174;60.00;59,92929;475
3175;60.00;59,92931;475
3176;60.00;59,92934;475
3177;60.00;59,92936;475
3178;60.00;59,92938;475
3179;60.00;59,92941;475
3180;60.00;59,92943;475
3181;60.00;59,92945;475
3182;60.00;59,92947;475
3183;60.00;59,9295;475
3184;60.00;59,92952;474
3185;60.00;59,92954;473
3186;60.00;59,92957;472
3187;60.00;59,92959;471
3188;60.00;59,92961;470
3189;60.00;59,92963;470
3190;60.00;59,92966;470
3191;60.00;59,92968;470
3192;60.00;59,9297;470
3193;60.00;59,92973;470
3194;60.00;59,92975;470
3195;60.00;59,92977;470
3196;60.00;59,92979;470
3197;60.00;59,92982;470
3198;60.00;59,92984;470
3199;60.00;59,92986;470
3200;60.00;59,92989;470
3201;60.00;59,92991;470
3202;60.00;59,92993;470
3203;60.00;59,92995;470
3204;60.00;59,92998;470
3205;60.00;59,93;470
3206;60.00;59,93002;470
3207;60.00;59,93005;470
3208;60.00;59,93007;470
3209;60.00;59,93009;469
3210;60.00;59,93011;468
3211;60.00;59,93014;467
3212;60.00;59,93016;466
3213;60.00;59,93018;465
3214;60.00;59,93021;465
3215;60.00;59,93023;465
3216;60.00;59,93025;465
3217;60.00;59,93027;465
3218;60.00;59,9303;465
3219;60.00;59,93032;465
3220;60.00;59,93034;465
3221;60.00;59,93037;465
3222;60.00;59,93039;465
3223;60.00;59,93041;465
3224;60.00;59,93044;465
3225;60.00;59,93046;465
3226;60.00;59,93048;465
3227;60.00;59,9305;465
3228;60.00;59,93053;465
3229;60.00;59,93055;465
3230;60.00;59,93057;465
3231;60.00;59,9306;465
3232;60.00;59,93062;465
3233;60.00;59,93064;465
3234;60.00;59,93066;464
3235;60.00;59,93069;463
3236;60.00;59,93071;462
3237;60.00;59,93073;461
3238;60.00;59,93076;460
3239;60.00;59,93078;460
3240;60.00;59,9308;460
3241;60.00;59,93082;460
3242;60.00;59,93085;460
3243;60.00;59,93087;460
3244;60.00;59,93089;460
3245;60.00;59,93092;460
3246;60.00;59,93094;460
3247;60.00;59,93096;460
3248;60.00;59,93098;460
3249;60.00;59,93101;460
3250;60.00;59,93103;460
3251;60.00;59,93105;460
3252;60.00;59,93108;460
3253;60.00;59,9311;460
3254;60.00;59,93112;460
3255;60.00;59,93114;460
3256;60.00;59,93117;460
3257;60.00;59,93119;460
3258;60.00;59,93121;460
3259;60.00;59,93124;459
3260;60.00;59,93126;458
3261;60.00;59,93128;457
3262;60.00;59,9313;456
3263;60.00;59,93133;455
3264;60.00;59,93135;455
3265;60.00;59,93137;455
3266;60.00;59,9314;455
3267;60.00;59,93142;455
3268;60.00;59,93144;455
3269;60.00;59,93147;455
3270;60.00;59,93148;455
3271;60.00;59,9315;455
3272;60.00;59,93152;455
