
Iteration; Rate; AvgRate; TotalNumberOfActions 
1064;60.00;59,86906;50
1065;60.00;59,86918;50
1066;60.00;59,8693;50
1067;60.00;59,86942;50
1068;60.00;59,86954;50
1069;60.00;59,86967;50
1070;60.00;59,86979;50
1071;60.00;59,86991;49
1072;60.00;59,87003;48
1073;60.00;59,87016;47
1074;60.00;59,87028;46
1075;60.00;59,8704;45
1076;60.00;59,87052;45
1077;60.00;59,87064;45
1078;60.00;59,87076;45
1079;60.00;59,87088;45
1080;60.00;59,871;45
1081;60.00;59,87112;45
1082;60.00;59,87123;45
1083;60.00;59,87135;45
1084;60.00;59,87147;45
1085;60.00;59,87159;45
1086;60.00;59,87171;45
1087;60.00;59,87183;45
1088;60.00;59,87194;45
1089;60.00;59,87206;45
1090;60.00;59,87218;45
1091;60.00;59,8723;45
1092;60.00;59,87242;45
1093;60.00;59,87254;45
1094;60.00;59,87265;45
1095;60.00;59,87277;45
1096;60.00;59,87289;44
1097;60.00;59,873;43
1098;60.00;59,87312;42
1099;60.00;59,87323;41
1100;60.00;59,87334;40
1101;60.00;59,87346;40
1102;60.00;59,87357;40
1103;60.00;59,87369;40
1104;60.00;59,8738;40
1105;60.00;59,87392;40
1106;60.00;59,87403;40
1107;60.00;59,87415;40
1108;60.00;59,87426;40
1109;60.00;59,87437;40
1110;60.00;59,87449;40
1111;60.00;59,8746;40
1112;60.00;59,87472;40
1113;60.00;59,87483;40
1114;60.00;59,87494;40
1115;60.00;59,87505;40
1116;60.00;59,87516;40
1117;60.00;59,87527;40
1118;60.00;59,87539;40
1119;60.00;59,8755;40
1120;60.00;59,87561;40
1121;60.00;59,87572;39
1122;60.00;59,87583;38
1123;60.00;59,87594;37
1124;60.00;59,87605;36
1125;60.00;59,87616;35
1126;60.00;59,87627;35
1127;60.00;59,87638;35
1128;60.00;59,87649;35
1129;60.00;59,8766;35
1130;60.00;59,87671;35
1131;60.00;59,87682;35
1132;60.00;59,87693;35
1133;60.00;59,87704;35
1134;60.00;59,87715;35
1135;60.00;59,87725;35
1136;60.00;59,87736;35
1137;60.00;59,87747;35
1138;60.00;59,87757;35
1139;60.00;59,87768;35
1140;60.00;59,87779;35
1141;60.00;59,8779;35
1142;60.00;59,878;35
1143;60.00;59,87811;35
1144;60.00;59,87822;35
1145;60.00;59,87832;35
1146;60.00;59,87843;34
1147;60.00;59,87854;33
1148;60.00;59,87864;32
1149;60.00;59,87875;31
1150;60.00;59,87886;30
1151;60.00;59,87896;29
1152;60.00;59,87907;29
1153;60.00;59,87918;29
1154;60.00;59,87928;29
1155;60.00;59,87938;29
1156;60.00;59,87949;29
1157;60.00;59,87959;29
1158;60.00;59,87969;29
1159;60.00;59,8798;29
1160;60.00;59,8799;29
1161;60.00;59,88;29
1162;60.00;59,8801;29
1163;60.00;59,88021;29
1164;60.00;59,88031;29
1165;60.00;59,88041;29
1166;60.00;59,88052;29
1167;60.00;59,88062;29
1168;60.00;59,88072;29
1169;60.00;59,88083;29
1170;60.00;59,88093;29
1171;60.00;59,88103;29
1172;60.00;59,88113;28
1173;60.00;59,88124;27
1174;60.00;59,88134;26
1175;60.00;59,88144;25
1176;60.00;59,88154;24
1177;60.00;59,88164;24
1178;60.00;59,88174;24
1179;60.00;59,88184;24
1180;60.00;59,88194;24
1181;60.00;59,88203;24
1182;60.00;59,88213;24
1183;60.00;59,88223;24
1184;60.00;59,88233;24
1185;60.00;59,88243;24
1186;60.00;59,88253;24
1187;60.00;59,88263;24
1188;60.00;59,88273;24
1189;60.00;59,88283;24
1190;60.00;59,88293;24
1191;60.00;59,88303;24
1192;60.00;59,88313;24
1193;60.00;59,88322;24
1194;60.00;59,88332;24
1195;60.00;59,88342;24
1196;60.00;59,88352;24
1197;60.00;59,88362;23
1198;60.00;59,88372;22
1199;60.00;59,88381;21
1200;60.00;59,88391;20
1201;60.00;59,884;19
1202;60.00;59,8841;19
1203;60.00;59,88419;19
1204;60.00;59,88429;19
1205;60.00;59,88438;19
1206;60.00;59,88448;19
1207;60.00;59,88457;19
1208;60.00;59,88467;19
1209;60.00;59,88477;19
1210;60.00;59,88486;19
1211;60.00;59,88496;19
1212;60.00;59,88505;19
1213;60.00;59,88515;19
1214;60.00;59,88524;19
1215;60.00;59,88534;19
1216;60.00;59,88543;19
1217;60.00;59,88553;19
1218;60.00;59,88562;19
1219;60.00;59,88572;19
1220;60.00;59,88581;19
1221;60.00;59,88591;19
1222;60.00;59,886;18
1223;60.00;59,88609;17
1224;60.00;59,88618;16
1225;60.00;59,88628;15
1226;60.00;59,88637;14
1227;60.00;59,88646;14
1228;60.00;59,88655;14
1229;60.00;59,88664;14
1230;60.00;59,88673;14
1231;60.00;59,88683;14
1232;60.00;59,88692;14
1233;60.00;59,88701;14
1234;60.00;59,8871;14
1235;60.00;59,88719;14
1236;60.00;59,88728;14
1237;60.00;59,88737;14
1238;60.00;59,88747;14
1239;60.00;59,88756;14
1240;60.00;59,88765;14
1241;60.00;59,88774;14
1242;60.00;59,88783;14
1243;60.00;59,88792;14
1244;60.00;59,88802;14
1245;60.00;59,88811;14
1246;60.00;59,8882;14
1247;60.00;59,88829;13
1248;60.00;59,88838;12
1249;60.00;59,88847;11
1250;60.00;59,88855;10
1251;60.00;59,88864;9
1252;60.00;59,88873;9
1253;60.00;59,88882;9
1254;60.00;59,8889;9
1255;60.00;59,88899;9
1256;60.00;59,88908;9
1257;60.00;59,88917;9
1258;60.00;59,88926;9
1259;60.00;59,88934;9
1260;60.00;59,88943;9
1261;60.00;59,88952;9
1262;60.00;59,88961;9
1263;60.00;59,88969;9
1264;60.00;59,88978;9
1265;60.00;59,88987;9
1266;60.00;59,88996;9
1267;60.00;59,89005;9
1268;60.00;59,89013;9
1269;60.00;59,89022;9
1270;60.00;59,89031;9
1271;60.00;59,8904;9
1272;60.00;59,89048;8
1273;60.00;59,89057;7
1274;60.00;59,89066;6
1275;60.00;59,89074;5
1276;60.00;59,89083;4
1277;60.00;59,89091;4
1278;60.00;59,891;4
1279;60.00;59,89108;4
1280;60.00;59,89116;4
1281;60.00;59,89125;4
1282;60.00;59,89133;4
1283;60.00;59,89141;4
1284;60.00;59,8915;4
1285;60.00;59,89158;4
1286;60.00;59,89167;4
1287;60.00;59,89175;4
1288;60.00;59,89183;4
1289;60.00;59,89192;4
1290;60.00;59,892;4
1291;60.00;59,89209;4
1292;60.00;59,89217;4
1293;60.00;59,89225;4
1294;60.00;59,89234;4
1295;60.00;59,89242;4
1296;60.00;59,89251;4
1297;60.00;59,89259;3
1298;60.00;59,89267;2
1299;60.00;59,89276;1
1300;60.00;59,89284;1
1301;60.00;59,89293;1
1302;60.00;59,89301;1
1303;60.00;59,89309;1
1304;60.00;59,89318;1
1305;60.00;59,89326;1
1306;60.00;59,89334;1
1307;60.00;59,89342;1
1308;60.00;59,8935;1
1309;60.00;59,89358;1
1310;60.00;59,89366;1
1311;60.00;59,89374;1
1312;60.00;59,89382;1
1313;60.00;59,8939;271
1314;60.00;59,89398;271
1315;60.00;59,89406;271
1316;60.00;59,89414;271
1317;60.00;59,89422;271
1318;60.00;59,8943;271
1319;60.00;59,89438;271
1320;60.00;59,89446;271
1321;60.00;59,89454;271
1322;60.00;59,89462;271
1323;60.00;59,8947;271
1324;60.00;59,89478;271
1325;60.00;59,89486;271
1326;60.00;59,89494;271
1327;60.00;59,89502;271
1328;60.00;59,8951;271
1329;60.00;59,89518;271
1330;60.00;59,89526;271
1331;60.00;59,89534;271
1332;60.00;59,89542;271
1333;60.00;59,8955;271
1334;60.00;59,89558;271
1335;60.00;59,89566;271
1336;60.00;59,89574;271
1337;60.00;59,89581;271
1338;60.00;59,89589;271
1339;60.00;59,89597;271
1340;60.00;59,89604;271
1341;60.00;59,89612;271
1342;60.00;59,89619;271
1343;60.00;59,89627;271
1344;60.00;59,89635;271
1345;60.00;59,89642;270
1346;60.00;59,8965;269
1347;60.00;59,89658;268
1348;60.00;59,89665;267
1349;60.00;59,89673;266
1350;60.00;59,8968;266
1351;60.00;59,89688;266
1352;60.00;59,89696;266
1353;60.00;59,89703;266
1354;60.00;59,89711;266
1355;60.00;59,89719;266
1356;60.00;59,89726;266
1357;60.00;59,89734;266
1358;60.00;59,89742;266
1359;60.00;59,89749;266
1360;60.00;59,89757;266
1361;60.00;59,89764;266
1362;60.00;59,89772;266
1363;60.00;59,8978;266
1364;60.00;59,89787;266
1365;60.00;59,89795;266
1366;60.00;59,89803;266
1367;60.00;59,8981;266
1368;60.00;59,89818;266
1369;60.00;59,89825;266
1370;60.00;59,89833;265
1371;60.00;59,8984;264
1372;60.00;59,89847;263
1373;60.00;59,89854;262
1374;60.00;59,89862;261
1375;60.00;59,89869;261
1376;60.00;59,89876;261
1377;60.00;59,89883;261
1378;60.00;59,89891;261
1379;60.00;59,89898;261
1380;60.00;59,89905;261
1381;60.00;59,89912;261
1382;60.00;59,8992;261
1383;60.00;59,89927;261
1384;60.00;59,89934;261
1385;60.00;59,89941;261
1386;60.00;59,89949;261
1387;60.00;59,89956;261
1388;60.00;59,89963;261
1389;60.00;59,8997;261
1390;60.00;59,89978;261
1391;60.00;59,89985;261
1392;60.00;59,89992;261
1393;60.00;59,89999;261
1394;60.00;59,90007;261
1395;60.00;59,90014;260
1396;60.00;59,90021;259
1397;60.00;59,90028;258
1398;60.00;59,90036;257
1399;60.00;59,90043;256
1400;60.00;59,9005;256
1401;60.00;59,90057;256
1402;60.00;59,90065;256
1403;60.00;59,90072;256
1404;60.00;59,90079;256
1405;60.00;59,90086;256
1406;60.00;59,90093;256
1407;60.00;59,901;256
1408;60.00;59,90107;256
1409;60.00;59,90114;256
1410;60.00;59,90121;256
1411;60.00;59,90128;256
1412;60.00;59,90134;256
1413;60.00;59,90141;256
1414;60.00;59,90148;256
1415;60.00;59,90155;256
1416;60.00;59,90162;256
1417;60.00;59,90169;256
1418;60.00;59,90176;256
1419;60.00;59,90182;256
1420;60.00;59,90189;255
1421;60.00;59,90196;255
1422;60.00;59,90203;255
1423;60.00;59,9021;255
1424;60.00;59,90217;255
1425;60.00;59,90224;255
1426;60.00;59,90231;255
1427;60.00;59,90237;255
1428;60.00;59,90244;255
1429;60.00;59,90251;255
1430;60.00;59,90258;255
1431;60.00;59,90265;255
1432;60.00;59,90272;255
1433;60.00;59,90279;255
1434;60.00;59,90285;255
1435;60.00;59,90292;255
1436;60.00;59,90299;255
1437;60.00;59,90306;255
1438;60.00;59,90313;255
1439;60.00;59,9032;255
1440;60.00;59,90327;255
1441;60.00;59,90334;254
1442;60.00;59,9034;253
1443;60.00;59,90347;252
1444;60.00;59,90354;251
1445;60.00;59,90361;251
1446;60.00;59,90368;251
1447;60.00;59,90374;251
1448;60.00;59,9038;251
1449;60.00;59,90387;251
1450;60.00;59,90393;251
1451;60.00;59,904;251
1452;60.00;59,90406;251
1453;60.00;59,90413;251
1454;60.00;59,90419;251
1455;60.00;59,90426;251
1456;60.00;59,90432;251
1457;60.00;59,90439;251
1458;60.00;59,90445;251
1459;60.00;59,90452;251
1460;60.00;59,90458;251
1461;60.00;59,90465;251
1462;60.00;59,90471;251
1463;60.00;59,90478;251
1464;60.00;59,90484;251
1465;60.00;59,90491;250
1466;60.00;59,90497;249
1467;60.00;59,90504;248
1468;60.00;59,9051;247
1469;60.00;59,90517;246
1470;60.00;59,90523;246
1471;60.00;59,9053;246
1472;60.00;59,90536;246
1473;60.00;59,90543;246
1474;60.00;59,90549;246
1475;60.00;59,90556;246
1476;60.00;59,90562;246
1477;60.00;59,90569;246
1478;60.00;59,90575;246
1479;60.00;59,90582;246
1480;60.00;59,90588;246
1481;60.00;59,90594;246
1482;60.00;59,90601;246
1483;60.00;59,90607;246
1484;60.00;59,90614;246
1485;60.00;59,9062;246
1486;60.00;59,90627;246
1487;60.00;59,90633;246
1488;60.00;59,9064;246
1489;60.00;59,90646;246
1490;60.00;59,90652;245
1491;60.00;59,90658;244
1492;60.00;59,90664;243
1493;60.00;59,9067;242
1494;60.00;59,90676;241
1495;60.00;59,90683;241
1496;60.00;59,90689;241
1497;60.00;59,90695;241
1498;60.00;59,90701;241
1499;60.00;59,90707;241
1500;60.00;59,90713;241
1501;60.00;59,90719;241
1502;60.00;59,90725;241
1503;60.00;59,90731;241
1504;60.00;59,90738;241
1505;60.00;59,90744;241
1506;60.00;59,9075;241
1507;60.00;59,90756;241
1508;60.00;59,90762;241
1509;60.00;59,90768;241
1510;60.00;59,90774;241
1511;60.00;59,9078;241
1512;60.00;59,90786;241
1513;60.00;59,90792;241
1514;60.00;59,90799;241
1515;60.00;59,90805;240
1516;60.00;59,90811;239
1517;60.00;59,90817;238
1518;60.00;59,90823;237
1519;60.00;59,90829;236
1520;60.00;59,90835;235
1521;60.00;59,90841;234
1522;60.00;59,90847;233
1523;60.00;59,90854;233
1524;60.00;59,9086;233
1525;60.00;59,90866;233
1526;60.00;59,90872;233
1527;60.00;59,90878;233
1528;60.00;59,90884;233
1529;60.00;59,9089;233
1530;60.00;59,90896;233
1531;60.00;59,90902;233
1532;60.00;59,90908;233
1533;60.00;59,90915;233
1534;60.00;59,90921;233
1535;60.00;59,90927;233
1536;60.00;59,90932;233
1537;60.00;59,90938;233
1538;60.00;59,90944;233
1539;60.00;59,9095;233
1540;60.00;59,90955;233
1541;60.00;59,90961;233
1542;60.00;59,90967;233
1543;60.00;59,90973;232
1544;60.00;59,90978;231
1545;60.00;59,90984;230
1546;60.00;59,9099;229
1547;60.00;59,90995;228
1548;60.00;59,91001;228
1549;60.00;59,91007;228
1550;60.00;59,91013;228
1551;60.00;59,91018;228
1552;60.00;59,91024;228
1553;60.00;59,9103;228
1554;60.00;59,91035;228
1555;60.00;59,91041;228
1556;60.00;59,91047;228
1557;60.00;59,91053;228
1558;60.00;59,91058;228
1559;60.00;59,91064;228
1560;60.00;59,9107;228
1561;60.00;59,91076;228
1562;60.00;59,91081;228
1563;60.00;59,91087;228
1564;60.00;59,91093;228
1565;60.00;59,91098;228
1566;60.00;59,91104;228
1567;60.00;59,9111;228
1568;60.00;59,91116;227
1569;60.00;59,91121;226
1570;60.00;59,91127;225
1571;60.00;59,91133;224
1572;60.00;59,91138;223
1573;60.00;59,91144;223
1574;60.00;59,9115;223
1575;60.00;59,91156;223
1576;60.00;59,91161;223
1577;60.00;59,91167;223
1578;60.00;59,91173;223
1579;60.00;59,91179;223
1580;60.00;59,91184;223
1581;60.00;59,9119;223
1582;60.00;59,91196;223
1583;60.00;59,91201;223
1584;60.00;59,91207;223
1585;60.00;59,91213;223
1586;60.00;59,91219;223
1587;60.00;59,91224;223
1588;60.00;59,9123;223
1589;60.00;59,91235;223
1590;60.00;59,9124;223
1591;60.00;59,91246;223
1592;60.00;59,91251;223
1593;60.00;59,91256;222
1594;60.00;59,91262;221
1595;60.00;59,91267;220
1596;60.00;59,91272;219
1597;60.00;59,91278;218
1598;60.00;59,91283;218
1599;60.00;59,91288;218
1600;60.00;59,91294;218
1601;60.00;59,91299;218
1602;60.00;59,91304;218
1603;60.00;59,9131;218
1604;60.00;59,91315;218
1605;60.00;59,9132;218
1606;60.00;59,91326;218
1607;60.00;59,91331;218
1608;60.00;59,91336;218
1609;60.00;59,91342;218
1610;60.00;59,91347;218
1611;60.00;59,91352;218
1612;60.00;59,91358;218
1613;60.00;59,91363;218
1614;60.00;59,91368;218
1615;60.00;59,91374;218
1616;60.00;59,91379;218
1617;60.00;59,91385;218
1618;60.00;59,9139;217
1619;60.00;59,91395;216
1620;60.00;59,91401;215
1621;60.00;59,91406;214
1622;60.00;59,91411;213
1623;60.00;59,91417;213
1624;60.00;59,91422;213
1625;60.00;59,91427;213
1626;60.00;59,91433;213
1627;60.00;59,91438;213
1628;60.00;59,91443;213
1629;60.00;59,91449;213
1630;60.00;59,91454;213
1631;60.00;59,91459;213
1632;60.00;59,91465;213
1633;60.00;59,9147;213
1634;60.00;59,91475;213
1635;60.00;59,91481;213
1636;60.00;59,91486;213
1637;60.00;59,91491;213
1638;60.00;59,91497;213
1639;60.00;59,91502;213
1640;60.00;59,91507;213
1641;60.00;59,91513;213
1642;60.00;59,91518;213
1643;60.00;59,91523;212
1644;60.00;59,91529;211
1645;60.00;59,91534;210
1646;60.00;59,91539;209
1647;60.00;59,91544;208
1648;60.00;59,91549;208
1649;60.00;59,91554;208
1650;60.00;59,91559;208
1651;60.00;59,91564;208
1652;60.00;59,91569;208
1653;60.00;59,91574;208
1654;60.00;59,91579;208
1655;60.00;59,91584;208
1656;60.00;59,91589;208
1657;60.00;59,91594;208
1658;60.00;59,91599;208
1659;60.00;59,91603;208
1660;60.00;59,91608;208
1661;60.00;59,91613;208
1662;60.00;59,91618;208
1663;60.00;59,91623;208
1664;60.00;59,91628;208
1665;60.00;59,91633;208
1666;60.00;59,91638;208
1667;60.00;59,91643;208
1668;60.00;59,91648;207
1669;60.00;59,91653;206
1670;60.00;59,91658;205
1671;60.00;59,91663;204
1672;60.00;59,91668;203
1673;60.00;59,91673;202
1674;60.00;59,91678;201
1675;60.00;59,91683;201
1676;60.00;59,91688;201
1677;60.00;59,91693;201
1678;60.00;59,91698;201
1679;60.00;59,91703;201
1680;60.00;59,91708;201
1681;60.00;59,91713;201
1682;60.00;59,91718;201
1683;60.00;59,91722;201
1684;60.00;59,91727;201
1685;60.00;59,91732;201
1686;60.00;59,91737;201
1687;60.00;59,91742;201
1688;60.00;59,91747;201
1689;60.00;59,91752;201
1690;60.00;59,91757;201
1691;60.00;59,91762;201
1692;60.00;59,91767;201
1693;60.00;59,91772;201
1694;60.00;59,91777;201
1695;60.00;59,91782;200
1696;60.00;59,91787;199
1697;60.00;59,91792;198
1698;60.00;59,91797;197
1699;60.00;59,91802;196
1700;60.00;59,91807;196
1701;60.00;59,91812;196
1702;60.00;59,91817;196
1703;60.00;59,91822;196
1704;60.00;59,91827;196
1705;60.00;59,91832;196
1706;60.00;59,91837;196
1707;60.00;59,91842;196
1708;60.00;59,91846;196
1709;60.00;59,91851;196
1710;60.00;59,91856;196
1711;60.00;59,91861;196
1712;60.00;59,91866;196
1713;60.00;59,9187;196
1714;60.00;59,91875;196
1715;60.00;59,91879;196
1716;60.00;59,91884;196
1717;60.00;59,91888;196
1718;60.00;59,91893;196
1719;60.00;59,91898;196
1720;60.00;59,91902;195
1721;60.00;59,91907;194
1722;60.00;59,91911;193
1723;60.00;59,91916;192
1724;60.00;59,9192;191
1725;60.00;59,91925;191
1726;60.00;59,9193;191
1727;60.00;59,91934;191
1728;60.00;59,91939;191
1729;60.00;59,91943;191
1730;60.00;59,91948;191
1731;60.00;59,91953;191
1732;60.00;59,91957;191
1733;60.00;59,91962;191
1734;60.00;59,91966;191
1735;60.00;59,91971;191
1736;60.00;59,91975;191
1737;60.00;59,9198;191
1738;60.00;59,91985;191
1739;60.00;59,91989;191
1740;60.00;59,91994;191
1741;60.00;59,91998;191
1742;60.00;59,92003;191
1743;60.00;59,92007;191
1744;60.00;59,92012;191
1745;60.00;59,92017;190
1746;60.00;59,92021;189
1747;60.00;59,92026;188
1748;60.00;59,9203;187
1749;60.00;59,92035;186
1750;60.00;59,92039;186
1751;60.00;59,92044;186
1752;60.00;59,92049;186
1753;60.00;59,92053;186
1754;60.00;59,92058;186
1755;60.00;59,92062;186
1756;60.00;59,92067;186
1757;60.00;59,92072;186
1758;60.00;59,92076;186
1759;60.00;59,92081;186
1760;60.00;59,92085;186
1761;60.00;59,9209;186
1762;60.00;59,92094;186
1763;60.00;59,92099;186
1764;60.00;59,92104;186
1765;60.00;59,92108;186
1766;60.00;59,92113;186
1767;60.00;59,92117;186
1768;60.00;59,92122;186
1769;60.00;59,92126;186
1770;60.00;59,92131;185
1771;60.00;59,92136;184
1772;60.00;59,9214;183
1773;60.00;59,92145;182
1774;60.00;59,92149;181
1775;60.00;59,92154;181
1776;60.00;59,92159;181
1777;60.00;59,92163;181
1778;60.00;59,92168;181
1779;60.00;59,92172;181
1780;60.00;59,92177;181
1781;60.00;59,92181;181
1782;60.00;59,92186;181
1783;60.00;59,9219;181
1784;60.00;59,92194;181
1785;60.00;59,92199;181
1786;60.00;59,92203;181
1787;60.00;59,92207;181
1788;60.00;59,92211;181
1789;60.00;59,92215;181
1790;60.00;59,9222;181
1791;60.00;59,92224;181
1792;60.00;59,92228;181
1793;60.00;59,92232;181
1794;60.00;59,92236;181
1795;60.00;59,92241;180
1796;60.00;59,92245;179
1797;60.00;59,92249;178
1798;60.00;59,92253;177
1799;60.00;59,92257;176
1800;60.00;59,92262;176
1801;60.00;59,92266;176
1802;60.00;59,9227;176
1803;60.00;59,92274;176
1804;60.00;59,92278;176
1805;60.00;59,92282;176
1806;60.00;59,92287;176
1807;60.00;59,92291;176
1808;60.00;59,92295;176
1809;60.00;59,92299;176
1810;60.00;59,92303;176
1811;60.00;59,92308;176
1812;60.00;59,92312;176
1813;60.00;59,92316;176
1814;60.00;59,9232;176
1815;60.00;59,92324;176
1816;60.00;59,92329;176
1817;60.00;59,92333;176
1818;60.00;59,92337;176
1819;60.00;59,92341;176
1820;60.00;59,92345;175
1821;60.00;59,9235;174
1822;60.00;59,92354;173
1823;60.00;59,92358;172
1824;60.00;59,92362;171
1825;60.00;59,92366;170
1826;60.00;59,92371;169
1827;60.00;59,92375;169
1828;60.00;59,92379;169
1829;60.00;59,92383;169
1830;60.00;59,92387;169
1831;60.00;59,92392;169
1832;60.00;59,92396;169
1833;60.00;59,924;169
1834;60.00;59,92404;169
1835;60.00;59,92408;169
1836;60.00;59,92413;169
1837;60.00;59,92417;169
1838;60.00;59,92421;169
1839;60.00;59,92425;169
1840;60.00;59,92429;169
1841;60.00;59,92434;169
1842;60.00;59,92438;169
1843;60.00;59,92442;169
1844;60.00;59,92446;169
1845;60.00;59,9245;169
1846;60.00;59,92455;169
1847;60.00;59,92459;168
1848;60.00;59,92463;168
1849;60.00;59,92467;168
1850;60.00;59,92471;168
1851;60.00;59,92476;168
1852;60.00;59,9248;168
1853;60.00;59,92484;168
1854;60.00;59,92488;168
1855;60.00;59,92492;168
1856;60.00;59,92496;168
1857;60.00;59,92501;168
1858;60.00;59,92505;168
1859;60.00;59,92509;168
1860;60.00;59,92513;168
1861;60.00;59,92517;168
1862;60.00;59,92522;168
1863;60.00;59,92526;168
1864;60.00;59,9253;168
1865;60.00;59,92534;168
1866;60.00;59,92538;168
1867;60.00;59,92542;168
1868;60.00;59,92546;167
1869;60.00;59,9255;166
1870;60.00;59,92553;165
1871;60.00;59,92557;164
1872;60.00;59,92561;163
1873;60.00;59,92565;163
1874;60.00;59,92569;163
1875;60.00;59,92572;163
1876;60.00;59,92576;163
1877;60.00;59,9258;163
1878;60.00;59,92584;163
1879;60.00;59,92588;163
1880;60.00;59,92591;163
1881;60.00;59,92595;163
1882;60.00;59,92599;163
1883;60.00;59,92603;163
1884;60.00;59,92607;163
1885;60.00;59,92611;163
1886;60.00;59,92614;163
1887;60.00;59,92618;163
1888;60.00;59,92622;163
1889;60.00;59,92626;163
1890;60.00;59,9263;163
1891;60.00;59,92633;163
1892;60.00;59,92637;163
1893;60.00;59,92641;162
1894;60.00;59,92645;161
1895;60.00;59,92649;160
1896;60.00;59,92653;159
1897;60.00;59,92656;158
1898;60.00;59,9266;158
1899;60.00;59,92664;158
1900;60.00;59,92668;158
1901;60.00;59,92672;158
1902;60.00;59,92675;158
1903;60.00;59,92679;158
1904;60.00;59,92683;158
1905;60.00;59,92687;158
1906;60.00;59,92691;158
1907;60.00;59,92694;158
1908;60.00;59,92698;158
1909;60.00;59,92702;158
1910;60.00;59,92706;158
1911;60.00;59,9271;158
1912;60.00;59,92714;158
1913;60.00;59,92717;158
1914;60.00;59,92721;158
1915;60.00;59,92725;158
1916;60.00;59,92729;158
1917;60.00;59,92733;158
1918;60.00;59,92736;157
1919;60.00;59,9274;156
1920;60.00;59,92744;155
1921;60.00;59,92748;154
1922;60.00;59,92752;153
1923;60.00;59,92756;152
1924;60.00;59,92759;151
1925;60.00;59,92763;150
1926;60.00;59,92767;149
1927;60.00;59,92771;148
1928;60.00;59,92775;148
1929;60.00;59,92778;148
1930;60.00;59,92782;148
1931;60.00;59,92786;148
1932;60.00;59,9279;148
1933;60.00;59,92794;148
1934;60.00;59,92797;148
1935;60.00;59,92801;148
1936;60.00;59,92805;148
1937;60.00;59,92809;148
1938;60.00;59,92813;148
1939;60.00;59,92817;148
1940;60.00;59,9282;148
1941;60.00;59,92824;148
1942;60.00;59,92828;148
1943;60.00;59,92832;148
1944;60.00;59,92836;148
1945;60.00;59,92839;148
1946;60.00;59,92843;148
1947;60.00;59,92847;148
1948;60.00;59,92851;147
1949;60.00;59,92855;146
1950;60.00;59,92859;145
1951;60.00;59,92862;144
1952;60.00;59,92866;143
1953;60.00;59,9287;143
1954;60.00;59,92874;143
1955;60.00;59,92878;143
1956;60.00;59,92881;143
1957;60.00;59,92885;143
1958;60.00;59,92889;143
1959;60.00;59,92893;143
1960;60.00;59,92897;143
1961;60.00;59,929;143
1962;60.00;59,92904;143
1963;60.00;59,92907;143
1964;60.00;59,92911;143
1965;60.00;59,92914;143
1966;60.00;59,92918;143
1967;60.00;59,92921;143
1968;60.00;59,92924;143
1969;60.00;59,92928;143
1970;60.00;59,92931;143
1971;60.00;59,92935;143
1972;60.00;59,92938;143
1973;60.00;59,92942;142
1974;60.00;59,92945;141
1975;60.00;59,92949;140
1976;60.00;59,92952;139
1977;60.00;59,92955;138
1978;60.00;59,92959;138
1979;60.00;59,92962;138
1980;60.00;59,92966;138
1981;60.00;59,92969;138
1982;60.00;59,92973;138
1983;60.00;59,92976;138
1984;60.00;59,92979;138
1985;60.00;59,92983;138
1986;60.00;59,92986;138
1987;60.00;59,9299;138
1988;60.00;59,92993;138
1989;60.00;59,92997;138
1990;60.00;59,93;138
1991;60.00;59,93003;138
1992;60.00;59,93007;138
1993;60.00;59,9301;138
1994;60.00;59,93014;138
1995;60.00;59,93017;138
1996;60.00;59,93021;138
1997;60.00;59,93024;138
1998;60.00;59,93027;137
1999;60.00;59,93031;136
2000;60.00;59,93034;136
2001;60.00;59,93038;136
2002;60.00;59,93041;136
2003;60.00;59,93045;136
2004;60.00;59,93048;136
2005;60.00;59,93052;136
2006;60.00;59,93055;136
2007;60.00;59,93058;136
2008;60.00;59,93062;136
2009;60.00;59,93065;136
2010;60.00;59,93069;136
2011;60.00;59,93072;136
2012;60.00;59,93076;136
2013;60.00;59,93079;136
2014;60.00;59,93082;136
2015;60.00;59,93086;136
2016;60.00;59,93089;136
2017;60.00;59,93093;136
2018;60.00;59,93096;136
2019;60.00;59,931;136
2020;60.00;59,93103;135
2021;60.00;59,93106;134
2022;60.00;59,9311;134
2023;60.00;59,93113;134
2024;60.00;59,93117;134
2025;60.00;59,9312;134
2026;60.00;59,93124;134
2027;60.00;59,93127;134
2028;60.00;59,9313;134
2029;60.00;59,93134;134
2030;60.00;59,93137;134
2031;60.00;59,93141;134
2032;60.00;59,93144;134
2033;60.00;59,93148;134
2034;60.00;59,93151;134
2035;60.00;59,93155;134
2036;60.00;59,93158;134
2037;60.00;59,93161;134
2038;60.00;59,93165;134
2039;60.00;59,93168;134
2040;60.00;59,93172;134
2041;60.00;59,93175;134
2042;60.00;59,93179;133
2043;60.00;59,93182;132
2044;60.00;59,93185;131
2045;60.00;59,93189;130
2046;60.00;59,93192;129
2047;60.00;59,93196;129
2048;60.00;59,93199;129
2049;60.00;59,93203;129
2050;60.00;59,93206;129
2051;60.00;59,93209;129
2052;60.00;59,93213;129
2053;60.00;59,93216;129
2054;60.00;59,9322;129
2055;60.00;59,93223;129
2056;60.00;59,93227;129
2057;60.00;59,9323;129
2058;60.00;59,93233;129
2059;60.00;59,93237;129
2060;60.00;59,9324;129
2061;60.00;59,93244;129
2062;60.00;59,93247;129
