
Iteration; Rate; AvgRate
657;60.00;59,6637;
658;60.00;59,66421;
659;60.00;59,66472;
660;60.00;59,66523;
661;60.00;59,66573;
662;60.00;59,66624;
663;60.00;59,66674;
664;60.00;59,66724;
665;60.00;59,66774;
666;60.00;59,66824;
667;60.00;59,66874;
668;60.00;59,66924;
669;60.00;59,66973;
670;60.00;59,67022;
671;60.00;59,67072;
672;60.00;59,6712;
673;60.00;59,67169;
674;60.00;59,67218;
675;60.00;59,67266;
676;60.00;59,67315;
677;60.00;59,67363;
678;60.00;59,67411;
679;60.00;59,67459;
680;60.00;59,67507;
681;60.00;59,67555;
682;60.00;59,67603;
683;60.00;59,6765;
684;60.00;59,67697;
685;60.00;59,67744;
686;60.00;59,67791;
687;60.00;59,67838;
688;60.00;59,67885;
689;60.00;59,67932;
690;60.00;59,67978;
691;60.00;59,68025;
692;60.00;59,68071;
693;60.00;59,68117;
694;60.00;59,68163;
695;60.00;59,68209;
696;60.00;59,68254;
697;60.00;59,683;
698;60.00;59,68345;
699;60.00;59,68391;
700;60.00;59,68436;
701;60.00;59,68481;
702;60.00;59,68526;
703;60.00;59,6857;
704;60.00;59,68615;
705;60.00;59,6866;
706;60.00;59,68704;
707;60.00;59,68748;
708;60.00;59,68792;
709;60.00;59,68836;
710;60.00;59,6888;
711;60.00;59,68924;
712;60.00;59,68967;
713;60.00;59,69011;
714;60.00;59,69054;
715;60.00;59,69098;
716;60.00;59,69141;
717;60.00;59,69184;
718;60.00;59,69227;
719;60.00;59,6927;
720;60.00;59,69312;
721;60.00;59,69355;
722;60.00;59,69397;
723;60.00;59,6944;
724;60.00;59,69482;
725;60.00;59,69524;
726;60.00;59,69566;
727;60.00;59,69608;
728;60.00;59,6965;
729;60.00;59,69691;
730;60.00;59,69733;
731;60.00;59,69774;
732;60.00;59,69815;
733;60.00;59,69857;
734;60.00;59,69898;
735;60.00;59,69939;
736;60.00;59,69979;
737;60.00;59,7002;
738;60.00;59,70061;
739;60.00;59,70102;
740;60.00;59,70142;
741;60.00;59,70182;
742;60.00;59,70222;
743;60.00;59,70263;
744;60.00;59,70303;
745;60.00;59,70343;
746;60.00;59,70382;
747;60.00;59,70422;
748;60.00;59,70462;
749;60.00;59,70501;
750;60.00;59,7054;
751;60.00;59,7058;
752;60.00;59,70619;
753;60.00;59,70658;
754;60.00;59,70697;
755;60.00;59,70736;
756;60.00;59,70774;
757;60.00;59,70813;
758;60.00;59,70851;
759;60.00;59,7089;
760;60.00;59,70928;
761;60.00;59,70966;
762;60.00;59,71004;
763;60.00;59,71042;
764;60.00;59,7108;
765;60.00;59,71118;
766;60.00;59,71156;
767;60.00;59,71193;
768;60.00;59,71231;
769;60.00;59,71268;
770;60.00;59,71305;
771;60.00;59,71343;
772;60.00;59,7138;
773;60.00;59,71417;
774;60.00;59,71454;
775;60.00;59,71491;
776;60.00;59,71527;
777;60.00;59,71564;
778;60.00;59,71601;
779;60.00;59,71637;
780;60.00;59,71674;
781;60.00;59,7171;
782;60.00;59,71746;
783;60.00;59,71782;
784;60.00;59,71818;
785;60.00;59,71854;
786;60.00;59,7189;
787;60.00;59,71926;
788;60.00;59,71961;
789;60.00;59,71997;
790;60.00;59,72032;
791;60.00;59,72068;
792;60.00;59,72103;
793;60.00;59,72138;
794;60.00;59,72173;
795;60.00;59,72208;
796;60.00;59,72243;
797;60.00;59,72278;
798;60.00;59,72313;
799;60.00;59,72347;
800;60.00;59,72382;
801;60.00;59,72416;
802;60.00;59,72451;
803;60.00;59,72485;
804;60.00;59,72519;
805;60.00;59,72554;
806;60.00;59,72588;
807;60.00;59,72622;
808;60.00;59,72655;
809;60.00;59,72689;
810;60.00;59,72723;
811;60.00;59,72757;
812;60.00;59,7279;
813;60.00;59,72824;
814;60.00;59,72857;
815;60.00;59,7289;
816;60.00;59,72924;
817;60.00;59,72957;
818;60.00;59,7299;
819;60.00;59,73023;
820;60.00;59,73056;
821;60.00;59,73088;
822;60.00;59,73121;
823;60.00;59,73154;
824;60.00;59,73186;
825;60.00;59,73219;
826;60.00;59,73251;
827;60.00;59,73284;
828;60.00;59,73316;
829;60.00;59,73348;
830;60.00;59,7338;
831;60.00;59,73412;
832;60.00;59,73444;
833;60.00;59,73476;
834;60.00;59,73508;
835;60.00;59,7354;
836;60.00;59,73571;
837;60.00;59,73603;
838;60.00;59,73635;
839;60.00;59,73666;
840;60.00;59,73697;
841;60.00;59,73729;
842;60.00;59,7376;
843;60.00;59,73791;
844;60.00;59,73822;
845;60.00;59,73853;
846;60.00;59,73884;
847;60.00;59,73915;
848;60.00;59,73946;
849;60.00;59,73976;
850;60.00;59,74007;
851;60.00;59,74037;
852;60.00;59,74068;
853;60.00;59,74098;
854;60.00;59,74129;
855;60.00;59,74159;
856;60.00;59,74189;
857;60.00;59,74219;
858;60.00;59,74249;
859;60.00;59,74279;
860;60.00;59,74309;
861;60.00;59,74339;
862;60.00;59,74369;
863;60.00;59,74398;
864;60.00;59,74428;
865;60.00;59,74458;
866;60.00;59,74487;
867;60.00;59,74517;
868;60.00;59,74546;
869;60.00;59,74575;
870;60.00;59,74605;
871;60.00;59,74634;
872;60.00;59,74663;
873;60.00;59,74692;
874;60.00;59,74721;
875;60.00;59,7475;
876;60.00;59,74779;
877;60.00;59,74807;
878;60.00;59,74836;
879;60.00;59,74865;
880;60.00;59,74893;
881;60.00;59,74922;
882;60.00;59,7495;
883;60.00;59,74979;
884;60.00;59,75007;
885;60.00;59,75035;
886;60.00;59,75063;
887;60.00;59,75092;
888;60.00;59,7512;
889;60.00;59,75148;
890;60.00;59,75175;
891;60.00;59,75203;
892;60.00;59,75231;
893;60.00;59,75259;
894;60.00;59,75287;
895;60.00;59,75314;
896;60.00;59,75342;
897;60.00;59,75369;
898;60.00;59,75397;
899;60.00;59,75424;
900;60.00;59,75452;
901;60.00;59,75479;
902;60.00;59,75506;
903;60.00;59,75533;
904;60.00;59,7556;
905;60.00;59,75587;
906;60.00;59,75614;
907;60.00;59,75641;
908;60.00;59,75668;
909;60.00;59,75694;
910;60.00;59,75721;
