
Iteration; Rate; AvgRate; NumberOfSensors 
1561;58.87;72,31673;1
1562;67.42;72,31359;1
1564;50.75;72,28459;1
1565;55.42;72,27382;1
1567;57.16;72,24279;1
1568;51.85;72,22978;1
1570;55.71;72,2106;1
1571;57.12;72,201;1
1573;88.58;72,20153;1
1574;64.03;72,19633;1
1576;99.60;72,21011;1
1577;51.22;72,1968;1
1579;92.99;72,19598;1
1580;56.20;72,18585;1
1582;65.22;72,17827;1
1583;59.99;72,17057;1
1585;72.38;72,16452;1
1586;54.79;72,15356;1
1588;82.90;72,15102;1
1589;57.93;72,14207;1
1591;71.13;72,13214;1
1592;50.12;72,11832;1
1594;90.68;72,11816;1
1595;79.17;72,12258;1
1597;73.92;72,1132;1
1598;50.20;72,09949;1
1600;64.04;72,08904;1
1601;47.49;72,07368;1
1603;49.75;72,04987;1
1604;64.80;72,04535;1
1606;57.77;72,01843;1
1607;43.27;72,00054;1
1609;51.78;71,96816;1
1610;45.77;71,95189;1
1612;88.53;71,94669;1
1613;69.11;71,94494;1
1615;75.21;71,94201;1
1616;59.41;71,93426;1
1618;66.13;71,92615;1
1619;74.42;71,92769;1
1621;72.90;71,92049;1
1622;63.51;71,9153;1
1624;75.09;71,9091;1
1625;56.86;71,89984;1
1627;60.72;71,90041;1
1628;62.42;71,89458;1
1630;63.90;71,88531;1
1631;57.45;71,87646;1
1633;65.43;71,86582;1
1634;58.64;71,85773;1
1636;67.50;71,85003;1
1637;50.84;71,8372;1
1639;96.47;71,84003;1
1640;44.79;71,82354;1
1642;92.62;71,83054;1
1643;69.76;71,82928;1
1645;66.26;71,81012;1
1646;69.93;71,80898;1
1648;58.73;71,79694;1
1649;59.29;71,78935;1
1651;96.38;71,80869;1
1652;58.86;71,80086;1
1654;75.74;71,79917;1
1655;70.07;71,79813;1
1657;48.52;71,7522;1
1658;62.23;71,74646;1
1660;71.44;71,73895;1
1661;50.78;71,72633;1
1663;43.04;71,69637;1
1664;56.07;71,68698;1
1666;110.93;71,71159;1
1667;79.07;71,716;1
1669;76.70;71,69937;1
1670;35.99;71,67799;1
1672;65.86;71,66411;1
1673;59.72;71,65697;1
1675;67.98;71,64514;1
1676;51.27;71,63298;1
1678;54.15;71,621;1
1679;77.53;71,62452;1
1681;102.02;71,62613;1
1682;40.45;71,6076;1
1684;39.75;71,594;1
1685;57.75;71,58578;1
1687;59.76;71,56445;1
1688;57.60;71,55618;1
1690;29.77;71,53338;1
1691;50.07;71,52068;1
1693;61.09;71,50959;1
1694;71.15;71,50938;1
1696;56.95;71,50367;1
1697;71.93;71,50392;1
1699;59.55;71,48484;1
1700;68.09;71,48284;1
1702;57.58;71,4744;1
1703;67.04;71,4718;1
1705;30.70;71,43102;1
1706;60.88;71,42484;1
1708;55.50;71,40318;1
1709;51.07;71,39129;1
1711;79.30;71,39002;1
1712;52.37;71,37891;1
1714;55.74;71,36448;1
1715;47.32;71,35046;1
1717;46.08;71,31546;1
1718;50.72;71,30347;1
1720;67.10;71,28692;1
1721;66.52;71,28415;1
1723;81.83;71,27857;1
1724;64.61;71,2747;1
1726;61.30;71,26141;1
1727;52.74;71,25069;1
1729;81.74;71,24733;1
1730;54.99;71,23793;1
1732;62.65;71,21835;1
1733;68.29;71,21667;1
1735;53.29;71,19614;1
1736;72.41;71,19684;1
1738;54.28;71,17674;1
1739;55.60;71,16779;1
1741;63.57;71,15079;1
1742;57.35;71,14288;1
1744;77.25;71,13312;1
1745;78.34;71,13725;1
1747;64.72;71,12171;1
1748;70.07;71,12111;1
1750;70.03;71,1114;1
1751;76.77;71,11463;1
1753;76.15;71,10651;1
1754;51.04;71,09507;1
1756;65.14;71,07306;1
1757;56.86;71,06497;1
1759;56.08;71,05245;1
1760;53.26;71,04234;1
1762;84.00;71,03609;1
1763;77.39;71,0397;1
1765;79.06;71,04034;1
1766;56.98;71,03237;1
1768;75.72;71,0238;1
1769;81.18;71,02954;1
1771;73.94;71,02792;1
1772;51.88;71,01712;1
1774;79.17;71,01102;1
1775;53.00;71,00087;1
1777;66.19;70,98596;1
1778;74.56;70,98797;1
1780;62.75;70,98481;1
1781;64.05;70,98091;1
1783;55.68;70,96088;1
1784;67.61;70,959;1
1786;73.15;70,94862;1
1787;52.28;70,93817;1
1789;83.93;70,93294;1
1790;65.30;70,92979;1
1792;68.82;70,92511;1
1793;60.12;70,91908;1
1795;75.55;70,90907;1
1796;86.52;70,91776;1
1798;58.29;70,9026;1
1799;55.26;70,89391;1
1801;72.04;70,88583;1
1802;64.80;70,88245;1
1804;84.92;70,87787;1
1805;57.76;70,8706;1
1807;46.86;70,84275;1
1808;40.28;70,82585;1
1810;57.41;70,80321;1
1811;45.74;70,78937;1
1813;70.82;70,77631;1
1814;57.08;70,76877;1
1816;78.47;70,77506;1
1817;60.12;70,7692;1
1819;74.15;70,75515;1
1820;66.44;70,75278;1
1822;62.18;70,74186;1
1823;47.08;70,72888;1
1825;54.96;70,72009;1
1826;58.40;70,71333;1
1828;69.15;70,70846;1
1829;47.00;70,6955;1
1831;76.47;70,68467;1
1832;56.47;70,67691;1
1834;53.96;70,65981;1
1835;52.72;70,65004;1
1837;71.74;70,63654;1
1838;52.37;70,62659;1
1840;80.14;70,62654;1
1841;45.44;70,61286;1
1843;60.28;70,59849;1
1844;70.87;70,59864;1
1846;57.97;70,58156;1
1847;50.72;70,57081;1
1849;66.31;70,55815;1
1850;60.17;70,55254;1
1852;78.30;70,56532;1
1853;50.47;70,55447;1
1855;68.89;70,54822;1
1856;53.80;70,53919;1
1858;62.44;70,52601;1
1859;83.94;70,53322;1
1861;75.82;70,53398;1
1862;63.83;70,53038;1
1864;69.20;70,5236;1
1865;74.91;70,52596;1
1867;59.37;70,5038;1
1868;67.83;70,50237;1
1870;73.06;70,49635;1
1871;69.17;70,49564;1
1873;69.49;70,49715;1
1874;47.13;70,48468;1
1876;52.73;70,46764;1
1877;39.34;70,45107;1
1879;75.05;70,43987;1
1880;47.21;70,42751;1
1882;59.43;70,40621;1
1883;81.83;70,41228;1
1885;67.34;70,40263;1
1886;76.18;70,4057;1
1888;56.10;70,39258;1
1889;64.44;70,38943;1
1891;80.97;70,39219;1
1892;44.64;70,37858;1
1894;65.43;70,35587;1
1895;65.63;70,35337;1
1897;74.22;70,35041;1
1898;81.54;70,35631;1
1900;64.88;70,3476;1
1901;54.66;70,33934;1
1903;64.30;70,3343;1
1904;52.76;70,32507;1
1906;68.64;70,31152;1
1907;49.98;70,30085;1
1909;67.14;70,2893;1
1910;68.80;70,28852;1
1912;50.73;70,27534;1
1913;67.11;70,27369;1
1915;78.23;70,26816;1
1916;63.16;70,26445;1
1918;52.44;70,24458;1
1919;66.19;70,24247;1
1921;67.16;70,2282;1
1922;53.11;70,2193;1
1924;77.69;70,21974;1
1925;54.15;70,2114;1
1927;52.85;70,19128;1
1928;40.32;70,17578;1
1930;57.36;70,15243;1
1931;60.92;70,14764;1
1933;54.45;70,13262;1
1934;62.62;70,12874;1
1936;70.33;70,12399;1
1937;55.42;70,11639;1
1939;45.71;70,08455;1
1940;56.63;70,07761;1
1942;41.47;70,04685;1
1943;50.18;70,03663;1
1945;69.68;70,0215;1
1946;36.48;70,00426;1
1948;45.61;69,97247;1
1949;42.50;69,95837;1
1951;62.12;69,94392;1
1952;44.93;69,93111;1
1954;76.24;69,92308;1
1955;47.69;69,91171;1
1957;58.13;69,89514;1
1958;61.71;69,89096;1
1960;58.13;69,88092;1
1961;65.25;69,87856;1
1963;56.02;69,86343;1
1964;66.80;69,86186;1
1966;60.40;69,84541;1
1967;57.15;69,83896;1
1969;95.55;69,84904;1
1970;63.15;69,84564;1
1972;66.34;69,83086;1
1973;78.90;69,83546;1
1975;82.06;69,83438;1
1976;60.72;69,82977;1
1978;67.59;69,82169;1
1979;65.18;69,81934;1
1981;51.27;69,79819;1
1982;47.47;69,78693;1
1984;49.65;69,76302;1
1985;52.87;69,75451;1
1987;52.00;69,73232;1
1988;56.37;69,72559;1
1990;66.11;69,70993;1
1991;55.53;69,70281;1
1993;53.63;69,6829;1
1994;47.97;69,67201;1
1996;38.48;69,64724;1
1997;36.03;69,6304;1
1999;54.93;69,60725;1
2000;30.98;69,58793;1
2002;54.91;69,56147;1
2003;39.20;69,54631;1
2005;71.37;69,53165;1
2006;48.62;69,52123;1
2008;45.97;69,50198;1
2009;60.48;69,49749;1
2011;54.74;69,48051;1
2012;38.17;69,46496;1
2014;56.99;69,45596;1
2015;53.56;69,44807;1
2017;92.31;69,44905;1
2018;53.78;69,44128;1
2020;16.87;69,39851;1
2021;75.64;69,4016;1
2023;63.55;69,40022;1
2024;81.60;69,40624;1
2026;79.27;69,39895;1
2027;75.74;69,40208;1
2029;76.53;69,39206;1
2030;61.35;69,3881;1
2032;68.24;69,38124;1
2033;57.41;69,37535;1
2035;70.66;69,37635;1
2036;33.80;69,35888;1
2038;45.70;69,3288;1
2039;57.49;69,32299;1
2041;59.66;69,31694;1
2042;83.92;69,32409;1
2044;63.75;69,31326;1
2045;56.04;69,30677;1
2047;46.43;69,29518;1
2048;63.43;69,29231;1
2050;62.75;69,27135;1
2051;55.25;69,26451;1
2053;24.76;69,22223;1
2054;41.24;69,2086;1
2056;69.56;69,19572;1
2057;58.34;69,19044;1
2059;42.97;69,1701;1
2060;67.11;69,16911;1
2062;61.65;69,15649;1
2063;42.26;69,14345;1
2065;48.08;69,1162;1
2066;51.64;69,10774;1
2068;62.13;69,1015;1
2069;61.85;69,09799;1
2071;71.97;69,08649;1
2072;54.85;69,07963;1
2074;70.50;69,06474;1
2075;57.00;69,05893;1
2077;53.11;69,03667;1
2078;31.86;69,01878;1
2080;37.53;68,98898;1
2081;44.43;68,97717;1
2083;72.18;68,96329;1
2084;52.24;68,95527;1
2086;65.74;68,93969;1
2087;56.56;68,93375;1
2089;39.16;68,90708;1
2090;35.25;68,89098;1
2092;28.49;68,85618;1
2093;24.60;68,83504;1
2095;40.27;68,81055;1
2096;27.82;68,79099;1
2098;28.47;68,74825;1
2099;31.42;68,73047;1
2101;34.17;68,69436;1
2102;30.78;68,67632;1
2104;46.19;68,6655;1
2105;56.84;68,65988;1
2107;66.41;68,65554;1
2108;40.79;68,64232;1
2110;66.12;68,63422;1
2111;43.11;68,62212;1
2113;40.78;68,6003;1
2114;38.97;68,58629;1
2116;59.36;68,56976;1
2117;57.62;68,56458;1
2119;54.21;68,55298;1
2120;81.78;68,55922;1
2122;63.64;68,54596;1
2123;63.59;68,54362;1
2125;43.60;68,51828;1
2126;49.71;68,50943;1
2128;51.69;68,49593;1
2129;64.58;68,49409;1
2131;64.09;68,47996;1
2132;44.17;68,46856;1
2134;55.17;68,45853;1
2135;52.96;68,45126;1
2137;51.75;68,43277;1
2138;48.78;68,42358;1
2140;43.74;68,39664;1
2141;51.18;68,3886;1
2143;65.46;68,37214;1
2144;55.87;68,36631;1
2146;50.55;68,35514;1
2147;59.32;68,35093;1
2149;53.25;68,33907;1
2150;68.18;68,339;1
2152;71.73;68,33765;1
2153;46.15;68,32734;1
2155;52.43;68,31331;1
2156;61.34;68,31007;1
2158;48.72;68,28525;1
2159;45.49;68,27469;1
2161;71.67;68,2704;1
2162;59.56;68,26637;1
2164;48.82;68,2514;1
2165;39.40;68,23808;1
2167;66.84;68,22819;1
2168;47.38;68,21857;1
2170;57.81;68,20097;1
2171;38.29;68,18719;1
2173;69.86;68,17708;1
2174;43.45;68,1657;1
2176;80.69;68,15938;1
2177;51.40;68,15168;1
2179;63.33;68,1422;1
2180;48.53;68,1332;1
2182;65.91;68,12552;1
2183;64.35;68,12379;1
2185;61.18;68,11015;1
2186;68.05;68,11012;1
2188;60.55;68,10221;1
2189;63.70;68,1002;1
2191;86.10;68,10233;1
2192;55.08;68,09639;1
2194;58.70;68,08293;1
2195;46.63;68,07316;1
2197;51.18;68,05433;1
2198;41.27;68,04214;1
2200;45.73;68,01568;1
2201;67.62;68,0155;1
2203;65.49;68,00213;1
2204;52.19;67,99496;1
2206;64.12;67,98048;1
2207;42.58;67,96898;1
2209;55.85;67,96059;1
2210;57.95;67,95606;1
2212;58.57;67,94083;1
2213;53.35;67,93424;1
2215;62.93;67,92521;1
2216;69.39;67,92587;1
2218;59.19;67,9142;1
2219;53.32;67,90762;1
2221;66.09;67,89829;1
2222;59.31;67,89442;1
2224;56.77;67,87759;1
2225;44.68;67,86716;1
2227;77.45;67,86563;1
2228;43.52;67,85471;1
2230;58.39;67,83625;1
2231;43.49;67,82534;1
2233;44.73;67,79803;1
2234;38.18;67,78477;1
2236;50.08;67,76093;1
2237;39.89;67,74847;1
2239;41.24;67,73286;1
2240;30.62;67,71629;1
2242;55.50;67,70506;1
2243;47.10;67,69588;1
2245;55.56;67,68509;1
2246;35.59;67,6708;1
2248;45.96;67,64819;1
2249;37.56;67,63481;1
2251;68.32;67,62833;1
2252;46.55;67,61897;1
2254;60.46;67,61049;1
2255;55.06;67,60493;1
2257;66.47;67,59992;1
2258;49.36;67,59184;1
2260;58.58;67,5866;1
2261;43.03;67,57574;1
2263;52.40;67,56059;1
2264;42.35;67,54945;1
2266;63.63;67,53826;1
2267;39.66;67,52596;1
2269;50.91;67,50751;1
2270;68.24;67,50784;1
2272;54.93;67,50241;1
2273;60.65;67,4994;1
2275;71.47;67,49007;1
2276;53.68;67,484;1
2278;60.18;67,4773;1
2279;43.15;67,46663;1
2281;57.31;67,45508;1
2282;55.29;67,44975;1
2284;52.80;67,43304;1
2285;50.96;67,42583;1
2287;61.12;67,42387;1
2288;42.57;67,413;1
2290;66.64;67,40387;1
2291;43.73;67,39354;1
2293;53.37;67,37437;1
2294;55.30;67,3691;1
2296;57.54;67,35936;1
2297;49.46;67,35157;1
2299;58.33;67,33822;1
2300;55.11;67,3329;1
2302;61.75;67,32089;1
2303;40.53;67,30926;1
2305;70.86;67,30377;1
2306;55.30;67,29857;1
2308;76.84;67,29527;1
2309;50.55;67,28802;1
2311;51.14;67,27203;1
2312;56.45;67,26735;1
2314;54.60;67,26064;1
2315;62.17;67,25844;1
2317;65.00;67,25018;1
2318;66.37;67,2498;1
2320;60.92;67,23833;1
2321;46.18;67,22926;1
2323;49.83;67,22227;1
2324;58.68;67,2186;1
2326;73.04;67,20935;1
2327;55.56;67,20435;1
2329;63.17;67,1949;1
2330;50.88;67,1879;1
2332;59.46;67,18136;1
2333;61.84;67,17907;1
2335;63.10;67,17008;1
2336;55.94;67,16528;1
2338;84.66;67,16923;1
2339;55.71;67,16433;1
2341;64.43;67,16078;1
2342;55.80;67,15593;1
2344;81.63;67,15497;1
2345;59.35;67,15164;1
2347;57.07;67,14192;1
2348;49.27;67,13431;1
2350;76.59;67,12384;1
2351;46.12;67,11491;1
2353;63.87;67,10579;1
2354;43.83;67,0959;1
2356;46.48;67,07427;1
2357;43.84;67,06441;1
2359;85.64;67,06744;1
2360;47.86;67,0593;1
2362;60.11;67,05271;1
2363;67.78;67,05302;1
2365;50.15;67,03807;1
2366;37.13;67,02543;1
2368;62.21;67,01942;1
2369;53.43;67,01369;1
2371;42.59;66,99347;1
2372;53.50;66,98778;1
2374;81.89;66,99309;1
2375;54.83;66,98797;1
2377;86.07;66,995;1
2378;42.14;66,98455;1
2380;53.43;66,97655;1
2381;66.10;66,97618;1
2383;48.90;66,96023;1
2384;50.64;66,95338;1
2386;67.02;66,94802;1
2387;50.04;66,94094;1
2389;60.69;66,93147;1
2390;60.88;66,92894;1
2392;59.68;66,91338;1
2393;40.83;66,90249;1
2395;60.90;66,89684;1
2396;52.57;66,89086;1
2398;43.37;66,87732;1
2399;50.96;66,87068;1
2401;38.42;66,8498;1
2402;48.71;66,84225;1
2404;49.41;66,83387;1
2405;64.86;66,83305;1
2407;69.74;66,82798;1
2408;65.17;66,82729;1
2410;58.57;66,80984;1
2411;39.78;66,79863;1
2413;67.04;66,78822;1
2414;60.42;66,78558;1
2416;49.53;66,76792;1
2417;59.85;66,76506;1
2419;54.53;66,75399;1
2420;60.76;66,75151;1
2422;57.65;66,74341;1
2423;42.54;66,73342;1
2425;58.02;66,72705;1
2426;45.77;66,71841;1
2428;50.87;66,70642;1
2429;38.77;66,69492;1
2431;66.48;66,68933;1
2432;65.32;66,68877;1
2434;61.30;66,67715;1
2435;50.42;66,67048;1
2437;66.52;66,65986;1
2438;58.21;66,65639;1
2440;62.24;66,65221;1
2441;66.63;66,65221;1
2443;80.58;66,65012;1
2444;53.72;66,64484;1
2446;70.09;66,64048;1
2447;67.22;66,64072;1
2449;57.97;66,63586;1
2450;76.54;66,6399;1
2452;70.34;66,63518;1
2453;45.80;66,62669;1
2455;57.25;66,6125;1
2456;57.74;66,60888;1
2458;70.57;66,60865;1
2459;50.95;66,60228;1
2461;60.48;66,589;1
2462;71.87;66,59115;1
2464;60.96;66,58134;1
2465;55.65;66,57691;1
2467;73.64;66,5733;1
2468;45.75;66,56487;1
2470;18.57;66,53851;1
2471;44.74;66,52969;1
2473;78.85;66,52917;1
2474;52.37;66,52345;1
2476;76.15;66,51305;1
2477;42.30;66,50327;1
2479;94.98;66,50318;1
2480;74.92;66,50658;1
2482;108.36;66,51579;1
2483;41.21;66,5056;1
2485;60.24;66,49805;1
2486;43.65;66,48886;1
2488;81.93;66,48717;1
2489;60.67;66,48484;1
2491;68.92;66,47835;1
2492;78.87;66,48332;1
2494;53.54;66,46754;1
2495;62.72;66,46603;1
2497;76.00;66,46523;1
2498;56.11;66,46108;1
2500;66.07;66,45946;1
2501;49.45;66,45266;1
2503;84.72;66,45142;1
2504;54.34;66,44659;1
2506;69.73;66,44183;1
2507;32.05;66,42812;1
2509;65.95;66,42696;1
2510;56.99;66,4232;1
2512;59.05;66,40878;1
2513;71.57;66,41083;1
2515;90.77;66,41297;1
2516;42.94;66,40364;1
2518;62.51;66,40297;1
2519;43.96;66,39406;1
2521;72.21;66,38455;1
2522;52.21;66,37893;1
2524;41.68;66,35787;1
2525;78.50;66,36268;1
2527;53.40;66,33915;1
2528;22.98;66,322;1
2530;62.73;66,313;1
2531;61.81;66,31123;1
2533;58.22;66,29734;1
2534;53.23;66,29218;1
2536;55.71;66,28124;1
2537;39.75;66,27078;1
2539;35.75;66,24883;1
2540;40.87;66,23883;1
2542;39.82;66,21861;1
2543;55.53;66,21441;1
2545;51.85;66,19785;1
2546;54.44;66,19323;1
2548;49.34;66,17812;1
2549;58.70;66,17519;1
2551;60.97;66,16552;1
2552;44.16;66,1569;1
2554;52.71;66,14583;1
2555;41.49;66,13618;1
2557;71.73;66,12563;1
2558;43.73;66,11687;1
2560;49.17;66,10198;1
2561;53.62;66,09711;1
2563;50.83;66,08222;1
2564;41.12;66,07249;1
2566;41.42;66,05276;1
2567;47.10;66,04538;1
2569;50.09;66,0307;1
2570;35.49;66,01881;1
2572;46.73;65,99999;1
2573;46.47;65,9924;1
2575;53.96;65,97871;1
2576;51.96;65,97327;1
2578;44.61;65,9536;1
2579;44.13;65,94514;1
2581;60.62;65,93433;1
2582;38.83;65,92383;1
2584;46.35;65,90582;1
2585;51.60;65,90029;1
2587;59.33;65,88906;1
2588;17.05;65,87019;1
2590;37.29;65,85195;1
2591;44.25;65,84361;1
2593;40.16;65,81842;1
2594;36.03;65,80694;1
2596;50.92;65,78886;1
2597;60.38;65,78678;1
2599;60.75;65,77562;1
2600;61.67;65,77404;1
2602;40.64;65,75562;1
2603;43.25;65,74697;1
2605;64.36;65,73679;1
2606;40.05;65,72693;1
2608;56.58;65,71669;1
2609;44.08;65,7084;1
2611;49.38;65,69258;1
2612;39.36;65,6825;1
2614;54.62;65,6709;1
2615;59.60;65,66858;1
2617;62.18;65,65833;1
2618;46.27;65,65092;1
2620;61.20;65,64796;1
2621;47.63;65,64108;1
2623;65.88;65,63604;1
2624;62.61;65,63489;1
2626;66.56;65,62833;1
2627;55.07;65,62431;1
2629;43.03;65,60749;1
2630;51.51;65,60213;1
2632;47.20;65,58457;1
2633;54.17;65,58024;1
2635;55.48;65,56973;1
2636;43.82;65,56148;1
2638;63.15;65,55295;1
2639;44.20;65,54486;1
2641;46.91;65,53216;1
2642;57.17;65,52899;1
2644;49.54;65,51663;1
2645;36.96;65,50584;1
2647;46.87;65,49004;1
2648;42.61;65,4814;1
2650;54.76;65,4677;1
2651;44.53;65,4598;1
2653;65.75;65,45807;1
2654;59.05;65,45566;1
2656;42.12;65,44057;1
2657;30.88;65,42757;1
2659;35.43;65,40511;1
2660;29.81;65,39172;1
2662;35.25;65,36996;1
2663;37.09;65,35934;1
2665;31.48;65,33589;1
2666;37.46;65,32543;1
2668;48.72;65,31068;1
2669;60.02;65,3087;1
2671;34.55;65,28775;1
2672;34.50;65,27623;1
2674;33.69;65,25027;1
2675;36.24;65,23943;1
2677;43.95;65,22132;1
2678;52.75;65,21667;1
2680;53.06;65,20207;1
2681;34.54;65,19064;1
2683;39.41;65,16879;1
2684;27.55;65,15478;1
2686;34.63;65,12917;1
2687;24.88;65,1142;1
2689;33.42;65,09045;1
2690;26.22;65,076;1
2692;32.02;65,04905;1
2693;37.29;65,03874;1
2695;31.12;65,01319;1
2696;31.82;65,00088;1
2698;37.27;64,97792;1
2699;40.73;64,96893;1
2701;35.78;64,94527;1
2702;30.35;64,93247;1
2704;37.69;64,91061;1
2705;33.99;64,89918;1
2707;44.68;64,88046;1
2708;31.56;64,86815;1
2710;42.45;64,85034;1
2711;26.78;64,8363;1
2713;43.51;64,81881;1
2714;45.28;64,81161;1
2716;45.87;64,7947;1
2717;26.52;64,78061;1
2719;36.26;64,7599;1
2720;33.10;64,74826;1
2722;47.66;64,73026;1
2723;33.03;64,71861;1
2725;32.83;64,69373;1
2726;29.72;64,6809;1
2728;36.55;64,6574;1
2729;33.17;64,64587;1
2731;28.84;64,61922;1
2732;31.77;64,60719;1
2734;36.29;64,58357;1
2735;37.74;64,57376;1
2737;43.86;64,55602;1
2738;39.56;64,5469;1
2740;46.06;64,53168;1
2741;37.30;64,52174;1
2743;33.71;64,49899;1
2744;44.81;64,49181;1
2746;48.50;64,47684;1
2747;36.26;64,46658;1
2749;45.58;64,45147;1
2750;29.25;64,43867;1
2752;36.81;64,41584;1
2753;28.32;64,40273;1
2755;36.17;64,38165;1
2756;26.99;64,36808;1
2758;48.87;64,35376;1
2759;47.39;64,34761;1
2761;33.66;64,32474;1
2762;40.81;64,31622;1
2764;44.69;64,29674;1
2765;35.39;64,28629;1
2767;41.53;64,26768;1
2768;49.09;64,26219;1
2770;45.54;64,24957;1
2771;37.25;64,23982;1
2773;50.24;64,22289;1
2774;38.06;64,21346;1
2776;50.73;64,19717;1
2777;34.27;64,18639;1
2779;38.47;64,16402;1
2780;38.60;64,15482;1
2782;42.25;64,13774;1
2783;34.10;64,12695;1
2785;44.52;64,10896;1
2786;34.75;64,09842;1
2788;39.79;64,08015;1
2789;37.08;64,07047;1
2791;58.53;64,06068;1
2792;39.30;64,0518;1
2794;48.46;64,04039;1
2795;34.57;64,02985;1
2797;39.33;64,01852;1
2798;42.97;64,01099;1
2800;56.90;63,99714;1
2801;36.19;63,98721;1
2803;40.09;63,96855;1
2804;42.46;63,96088;1
2806;47.27;63,9454;1
2807;51.14;63,94084;1
2809;36.97;63,92566;1
2810;49.67;63,92058;1
2812;52.68;63,90603;1
2813;45.39;63,89945;1
2815;42.18;63,88337;1
2816;53.82;63,8798;1
2818;42.32;63,86887;1
2819;46.57;63,86273;1
2821;50.31;63,84746;1
2822;35.53;63,83742;1
2824;44.39;63,81816;1
2825;35.05;63,80798;1
2827;51.01;63,79607;1
2828;30.30;63,78422;1
2830;47.35;63,77371;1
2831;41.06;63,76569;1
2833;41.95;63,74563;1
2834;46.05;63,73938;1
2836;75.71;63,73424;1
2837;42.19;63,72664;1
2839;58.26;63,71812;1
2840;53.06;63,71437;1
2842;57.40;63,70313;1
2843;42.32;63,6956;1
2845;52.33;63,68789;1
2846;46.33;63,68179;1
2848;70.40;63,67353;1
2849;42.32;63,66603;1
2851;36.81;63,64598;1
2852;38.87;63,63729;1
2854;31.09;63,61757;1
2855;44.12;63,61074;1
2857;32.50;63,58846;1
2858;33.96;63,5781;1
2860;63.79;63,57209;1
2861;56.34;63,56956;1
2863;31.61;63,55148;1
2864;32.31;63,54057;1
2866;53.53;63,52837;1
2867;51.77;63,52427;1
2869;45.52;63,51084;1
2870;59.12;63,50931;1
2872;59.64;63,50121;1
2873;43.72;63,49432;1
2875;39.27;63,4833;1
2876;42.88;63,47613;1
2878;42.87;63,46115;1
2879;38.49;63,45248;1
2881;31.01;63,42919;1
2882;40.19;63,42113;1
2884;39.19;63,40557;1
2885;40.90;63,39777;1
2887;44.34;63,38701;1
2888;47.68;63,38157;1
2890;52.71;63,36537;1
2891;39.33;63,35706;1
2893;44.57;63,34066;1
2894;31.64;63,32971;1
2896;45.02;63,31252;1
2897;53.28;63,30905;1
2899;48.03;63,29789;1
2900;39.65;63,28973;1
2902;63.77;63,2804;1
2903;37.99;63,27169;1
2905;45.60;63,25434;1
2906;43.02;63,24738;1
2908;46.33;63,23178;1
2909;46.53;63,22604;1
2911;59.21;63,21995;1
2912;43.77;63,21327;1
2914;62.73;63,20591;1
2915;52.09;63,2021;1
2917;41.15;63,18615;1
2918;34.41;63,17629;1
2920;52.29;63,16877;1
2921;54.91;63,16594;1
2923;44.77;63,1505;1
2924;33.26;63,14028;1
2926;41.96;63,1255;1
2927;37.68;63,1168;1
2929;32.90;63,09648;1
2930;32.67;63,0861;1
2932;32.30;63,06549;1
2933;36.87;63,05656;1
2935;54.12;63,04278;1
2936;51.49;63,03885;1
2938;39.95;63,02293;1
2939;37.51;63,01425;1
2941;47.11;63,00155;1
2942;47.03;62,99612;1
2944;48.18;62,98182;1
2945;36.15;62,97271;1
2947;37.22;62,9525;1
2948;48.12;62,94747;1
2950;50.44;62,93392;1
2951;42.80;62,9271;1
2953;42.56;62,91181;1
2954;43.16;62,90512;1
2956;46.60;62,88807;1
2957;53.00;62,88472;1
2959;39.21;62,86456;1
2960;29.33;62,85323;1
2962;70.46;62,85091;1
2963;44.95;62,84486;1
2965;59.00;62,83717;1
2966;41.47;62,82996;1
2968;60.02;62,82353;1
2969;49.57;62,81907;1
2971;46.03;62,809;1
2972;50.07;62,80472;1
2974;49.66;62,79301;1
2975;43.44;62,78651;1
2977;58.49;62,77736;1
2978;38.31;62,76914;1
2980;38.72;62,75058;1
2981;39.27;62,7427;1
2983;45.65;62,73149;1
2984;48.92;62,72686;1
2986;46.79;62,71281;1
2987;41.30;62,70564;1
2989;44.47;62,68899;1
2990;33.97;62,67938;1
2992;50.34;62,67018;1
2993;41.49;62,66311;1
2995;42.41;62,64791;1
2996;33.85;62,6383;1
2998;55.15;62,62505;1
2999;42.85;62,61845;1
3001;54.19;62,60629;1
3002;53.73;62,60334;1
3004;53.28;62,59443;1
3005;40.15;62,58696;1
3007;47.73;62,5736;1
3008;51.57;62,56994;1
3010;40.25;62,55408;1
3011;40.47;62,54675;1
3013;45.61;62,53483;1
3014;34.29;62,52546;1
3016;48.86;62,51185;1
3017;38.28;62,50381;1
3019;15.17;62,48022;1
3020;29.27;62,46922;1
3022;43.76;62,45526;1
3023;56.91;62,45342;1
3025;48.06;62,44192;1
3026;40.96;62,43482;1
3028;41.02;62,4231;1
3029;55.66;62,42087;1
3031;58.02;62,41072;1
3032;42.18;62,40405;1
3034;52.39;62,38827;1
3035;26.14;62,37633;1
3037;25.51;62,35401;1
3038;34.90;62,34497;1
3040;64.90;62,33742;1
3041;52.18;62,33408;1
3043;64.07;62,32539;1
3044;53.37;62,32245;1
3046;38.49;62,30431;1
3047;39.67;62,29689;1
3049;52.44;62,28854;1
3050;39.29;62,281;1
3052;45.02;62,26918;1
3053;45.92;62,26382;1
3055;47.27;62,25585;1
3056;27.14;62,24436;1
3058;49.48;62,23035;1
